"","gene_short_name","num_cells_expressed","gene_id","status","term","estimate","std_err","test_val","p_value","normalized_effect","model_component","q_value"
"3419","KPNA3",3708,"KPNA3","OK","treatmentcontrol",0.823752368,0.022215234,37.08051769,3.54e-270,1.179733686,"count",1.26e-265
"3420","ZNF30",1712,"ZNF30","OK","treatmentcontrol",0.841320049,0.043088198,19.52553329,2.85e-82,1.17898322,"count",9.43e-78
"3421","KANSL3",1109,"KANSL3","OK","treatmentcontrol",0.857083669,0.053476024,16.02743824,1.35e-56,1.178216281,"count",4.32e-52
"3424","LRRN3",416,"LRRN3","OK","treatmentcontrol",0.912642941,0.087929364,10.37927378,5.11e-25,1.176369134,"count",1.5e-20
"3425","MIR17HG",271,"MIR17HG","OK","treatmentcontrol",1.024879271,0.114520158,8.949335128,4.74e-19,1.176338976,"count",1.35e-14
"3427","AC009126.1",424,"AC009126.1","OK","treatmentcontrol",0.937195439,0.096810281,9.680742833,5.35e-22,1.175260763,"count",1.55e-17
"3428","ZNF587B",754,"ZNF587B","OK","treatmentcontrol",0.878006261,0.068196562,12.87464106,2.04e-37,1.17495157,"count",6.26e-33
"3429","FXN",816,"FXN","OK","treatmentcontrol",0.872288932,0.063000231,13.84580521,6.5e-43,1.174212246,"count",2.03e-38
"3430","DPY19L1",2350,"DPY19L1","OK","treatmentcontrol",0.827127741,0.034362248,24.07082771,4.38e-122,1.174075848,"count",1.49e-117
"3431","ANKRD50",921,"ANKRD50","OK","treatmentcontrol",0.862905408,0.059809584,14.427544,2.21e-46,1.173556092,"count",6.93e-42
"3434","CORO1C",1572,"CORO1C","OK","treatmentcontrol",0.836011978,0.042205895,19.80794332,1.54e-84,1.171999389,"count",5.11e-80
"3435","PCK2",532,"PCK2","OK","treatmentcontrol",0.892609708,0.069039275,12.92901331,1.03e-37,1.17148235,"count",3.16e-33
"3440","UBE2H",3681,"UBE2H","OK","treatmentcontrol",0.816460553,0.023132198,35.29541557,2.72e-247,1.169318324,"count",9.66e-243
"3441","IPPK",486,"IPPK","OK","treatmentcontrol",0.914281457,0.086735111,10.54107674,9.56e-26,1.169099829,"count",2.82e-21
"3442","PIK3C2B",623,"PIK3C2B","OK","treatmentcontrol",0.887093085,0.073422648,12.08200896,3.3e-33,1.168345129,"count",1e-28
"3443","BCL9",1035,"BCL9","OK","treatmentcontrol",0.852616167,0.055512021,15.35912671,3.27e-52,1.167860212,"count",1.04e-47
"3446","STAC3",467,"STAC3","OK","treatmentcontrol",0.915597459,0.096723852,9.466097954,4.13e-21,1.167035728,"count",1.19e-16
"3447","PHF14",3552,"PHF14","OK","treatmentcontrol",0.814803186,0.023357475,34.88404395,4.04e-242,1.166510675,"count",1.43e-237
"3448","MYCBP2",3361,"MYCBP2","OK","treatmentcontrol",0.814507573,0.023983323,33.96141442,1.15e-230,1.165574629,"count",4.08e-226
"3451","RGS12",992,"RGS12","OK","treatmentcontrol",0.84660623,0.050125163,16.88984509,1.66e-62,1.163810365,"count",5.36e-58
"3453","FCSK",383,"FCSK","OK","treatmentcontrol",0.950575355,0.09494975,10.01135179,2.11e-23,1.162816757,"count",6.15e-19
"3456","AL355512.1",560,"AL355512.1","OK","treatmentcontrol",0.89798167,0.083537816,10.74940321,1.07e-26,1.162425023,"count",3.16e-22
"3457","UBAP2",2150,"UBAP2","OK","treatmentcontrol",0.821299057,0.034607806,23.73161267,7.1e-119,1.162377951,"count",2.42e-114
"3462","SEMA6B",656,"SEMA6B","OK","treatmentcontrol",0.874153252,0.070682216,12.36737185,1.08e-34,1.159722274,"count",3.28e-30
"3466","GEMIN5",772,"GEMIN5","OK","treatmentcontrol",0.86474884,0.06544774,13.21281437,2.74e-39,1.158894129,"count",8.46e-35
"3467","XK",228,"XK","OK","treatmentcontrol",1.053124905,0.138301662,7.61469451,3.07e-14,1.15846912,"count",8.42e-10
"3469","REXO5",419,"REXO5","OK","treatmentcontrol",0.930421001,0.096232987,9.66842067,6.02e-22,1.157946975,"count",1.74e-17
"3470","FSIP1",243,"FSIP1","OK","treatmentcontrol",1.022034318,0.132563577,7.709767186,1.47e-14,1.157911974,"count",4.06e-10
"3471","TMSB15B.1",218,"TMSB15B.1","OK","treatmentcontrol",1.049433293,0.123659272,8.486490979,2.68e-17,1.156774889,"count",7.54e-13
"3475","FERMT2",1833,"FERMT2","OK","treatmentcontrol",0.820111405,0.036813782,22.27729274,1.53e-105,1.155482836,"count",5.17e-101
"3479","C20orf203",352,"C20orf203","OK","treatmentcontrol",0.953922893,0.109139859,8.740371309,3e-18,1.154317706,"count",8.52e-14
"3480","CDAN1",348,"CDAN1","OK","treatmentcontrol",0.953922893,0.101011434,9.443711983,5.1e-21,1.154317706,"count",1.47e-16
"3482","ZBTB2",489,"ZBTB2","OK","treatmentcontrol",0.899375603,0.086149543,10.43970257,2.74e-25,1.153770762,"count",8.07e-21
"3490","PEX14",1347,"PEX14","OK","treatmentcontrol",0.828975714,0.049062815,16.89621193,1.49e-62,1.149673366,"count",4.84e-58
"3494","LYST",3453,"LYST","OK","treatmentcontrol",0.803456038,0.025311505,31.7427205,5.68e-204,1.148441193,"count",2e-199
"3497","CLSTN3",2831,"CLSTN3","OK","treatmentcontrol",0.804807379,0.028652679,28.08838123,7.81e-163,1.146356745,"count",2.72e-158
"3498","TRIM26",1201,"TRIM26","OK","treatmentcontrol",0.831273877,0.049799435,16.69243589,3.95e-61,1.146094858,"count",1.28e-56
"3500","GLS",3247,"GLS","OK","treatmentcontrol",0.802195515,0.028954545,27.70533958,9.72e-159,1.145187152,"count",3.37e-154
"3501","ZNF552",611,"ZNF552","OK","treatmentcontrol",0.876449002,0.078065939,11.2270346,5.98e-29,1.144862043,"count",1.79e-24
"3503","ERICH5",683,"ERICH5","OK","treatmentcontrol",0.861343782,0.074058061,11.63065526,6.35e-31,1.143192686,"count",1.92e-26
"3505","CWC27",2728,"CWC27","OK","treatmentcontrol",0.802587629,0.028993396,27.681739,1.73e-158,1.142378261,"count",6.01e-154
"3506","PINLYP",414,"PINLYP","OK","treatmentcontrol",0.919518755,0.099014267,9.286729896,2.2e-20,1.141220291,"count",6.33e-16
"3509","C12orf75",571,"C12orf75","OK","treatmentcontrol",0.869971322,0.074489428,11.67912471,3.64e-31,1.139125924,"count",1.1e-26
"3512","PRKCI",1757,"PRKCI","OK","treatmentcontrol",0.809285074,0.038828114,20.8427605,4.4e-93,1.138407141,"count",1.47e-88
"3514","SLC15A4",1694,"SLC15A4","OK","treatmentcontrol",0.810623613,0.042147396,19.23306503,5.92e-80,1.136638951,"count",1.95e-75
"3516","REEP3",3393,"REEP3","OK","treatmentcontrol",0.794964212,0.025565746,31.09489614,2.05e-196,1.136290547,"count",7.2e-192
"3517","NDST1",530,"NDST1","OK","treatmentcontrol",0.88327816,0.079398285,11.12465041,1.85e-28,1.13602842,"count",5.53e-24
"3519","GRK4",2104,"GRK4","OK","treatmentcontrol",0.803261674,0.036255441,22.15561727,1.86e-104,1.135009231,"count",6.27e-100
"3520","LRRC6",771,"LRRC6","OK","treatmentcontrol",0.847718456,0.072303792,11.72439824,2.16e-31,1.134893177,"count",6.54e-27
"3521","MASTL",296,"MASTL","OK","treatmentcontrol",0.970209251,0.10863739,8.930712046,5.6e-19,1.134562764,"count",1.6e-14
"3523","HSPB8",414,"HSPB8","OK","treatmentcontrol",0.900820748,0.093078465,9.678079064,5.48e-22,1.134080897,"count",1.59e-17
"3526","ELOVL5",1193,"ELOVL5","OK","treatmentcontrol",0.820623595,0.053143575,15.44163318,9.61e-53,1.133659289,"count",3.06e-48
"3527","PARD6G",497,"PARD6G","OK","treatmentcontrol",0.885298097,0.083280739,10.63028624,3.75e-26,1.132947636,"count",1.11e-21
"3530","ELFN1",2861,"ELFN1","OK","treatmentcontrol",0.792910399,0.030904591,25.65671885,1.41e-137,1.130923031,"count",4.84e-133
"3532","AP002433.1",307,"AP002433.1","OK","treatmentcontrol",0.956076351,0.122630139,7.796422323,7.5e-15,1.13028643,"count",2.07e-10
"3534","ACOX3",687,"ACOX3","OK","treatmentcontrol",0.853975209,0.072607078,11.76159717,1.41e-31,1.129876841,"count",4.26e-27
"3540","LINC02528",1132,"LINC02528","OK","treatmentcontrol",0.812050145,0.070730802,11.48085591,3.49e-30,1.126864708,"count",1.05e-25
"3543","CTNNB1",2387,"CTNNB1","OK","treatmentcontrol",0.792505501,0.032238135,24.58285795,5.32e-127,1.125435997,"count",1.82e-122
"3544","WDR20",2211,"WDR20","OK","treatmentcontrol",0.795463588,0.034568102,23.01149168,3.48e-112,1.12536873,"count",1.18e-107
"3545","DAGLB",500,"DAGLB","OK","treatmentcontrol",0.881732419,0.085623412,10.29779587,1.18e-24,1.125112851,"count",3.46e-20
"3546","NIPA1",523,"NIPA1","OK","treatmentcontrol",0.869858753,0.077275697,11.25656302,4.31e-29,1.124996822,"count",1.29e-24
"3547","DOK5",218,"DOK5","OK","treatmentcontrol",0.935601813,0.106356116,8.79687833,1.83e-18,1.124904816,"count",5.2e-14
"3548","RAF1",2477,"RAF1","OK","treatmentcontrol",0.791715641,0.029753612,26.60905962,2.94e-147,1.124689967,"count",1.02e-142
"3549","GOLPH3",2355,"GOLPH3","OK","treatmentcontrol",0.792333366,0.03142346,25.21470803,3.51e-133,1.124491435,"count",1.21e-128
"3551","TMEM231",1319,"TMEM231","OK","treatmentcontrol",0.80943229,0.04723054,17.13790036,2.94e-64,1.124272414,"count",9.52e-60
"3552","AMFR",1571,"AMFR","OK","treatmentcontrol",0.802500865,0.041577735,19.30121641,1.72e-80,1.123650626,"count",5.67e-76
"3553","RAB11A",3428,"RAB11A","OK","treatmentcontrol",0.785283955,0.024093718,32.59289242,4.7e-214,1.12325512,"count",1.66e-209
"3554","IQUB",274,"IQUB","OK","treatmentcontrol",0.970039023,0.128479248,7.550161131,5.02e-14,1.122584744,"count",1.38e-09
"3555","POFUT1",627,"POFUT1","OK","treatmentcontrol",0.855537803,0.072358117,11.82366048,6.85e-32,1.121795726,"count",2.08e-27
"3556","PRELID3A",701,"PRELID3A","OK","treatmentcontrol",0.846284527,0.072391372,11.69040603,3.2e-31,1.119896687,"count",9.67e-27
"3557","KLHL7",3195,"KLHL7","OK","treatmentcontrol",0.784775975,0.027601504,28.43236231,1.51e-166,1.119829258,"count",5.26e-162
"3559","PARP14",247,"PARP14","OK","treatmentcontrol",0.963035978,0.099916519,9.638405991,8.03e-22,1.118930602,"count",2.32e-17
"3560","PPP6C",1671,"PPP6C","OK","treatmentcontrol",0.797102961,0.038710705,20.59127987,5.68e-91,1.118925754,"count",1.89e-86
"3563","TESK2",576,"TESK2","OK","treatmentcontrol",0.854788424,0.08682914,9.844487944,1.09e-22,1.117571914,"count",3.17e-18
"3566","NPLOC4",1658,"NPLOC4","OK","treatmentcontrol",0.796742536,0.03895557,20.45259596,8.11e-90,1.117173787,"count",2.7e-85
"3567","TAF15",3397,"TAF15","OK","treatmentcontrol",0.780525189,0.024789822,31.48571156,5.83e-201,1.115973658,"count",2.05e-196
"3569","ZNF90",239,"ZNF90","OK","treatmentcontrol",0.990683789,0.122658087,8.076791426,8.03e-16,1.11458782,"count",2.23e-11
"3570","PLEKHM1",599,"PLEKHM1","OK","treatmentcontrol",0.85083085,0.075319413,11.29630214,2.77e-29,1.114155621,"count",8.31e-25
"3572","PLCG1",634,"PLCG1","OK","treatmentcontrol",0.845543682,0.071166688,11.88117238,3.51e-32,1.112987717,"count",1.06e-27
"3573","GUCY1A2",1854,"GUCY1A2","OK","treatmentcontrol",0.786842429,0.042954249,18.31815117,6.65e-73,1.112637513,"count",2.18e-68
"3575","NCKAP1",2543,"NCKAP1","OK","treatmentcontrol",0.781749304,0.029286479,26.69318189,3.98e-148,1.112001706,"count",1.38e-143
"3582","GABBR1",1275,"GABBR1","OK","treatmentcontrol",0.799673841,0.046689042,17.12765578,3.47e-64,1.109859729,"count",1.13e-59
"3585","FANCI",237,"FANCI","OK","treatmentcontrol",0.967344432,0.120634143,8.018827892,1.28e-15,1.108273171,"count",3.56e-11
"3586","CCDC39",264,"CCDC39","OK","treatmentcontrol",0.948703045,0.141847686,6.688181325,2.47e-11,1.107392727,"count",6.57e-07
"3587","HOTAIRM1",1365,"HOTAIRM1","OK","treatmentcontrol",0.789532979,0.052990984,14.89938325,2.71e-49,1.107388535,"count",8.59e-45
"3591","TTC37",2311,"TTC37","OK","treatmentcontrol",0.779787738,0.033045473,23.59741491,1.29e-117,1.105547434,"count",4.39e-113
"3593","ZNF107",684,"ZNF107","OK","treatmentcontrol",0.833309325,0.071567609,11.64366578,5.47e-31,1.105125529,"count",1.65e-26
"3595","KCNJ14",233,"KCNJ14","OK","treatmentcontrol",0.978683878,0.120571146,8.117065409,5.79e-16,1.104160166,"count",1.61e-11
"3596","SPPL2A",1383,"SPPL2A","OK","treatmentcontrol",0.792357671,0.045506023,17.41214952,3.2e-66,1.103828059,"count",1.04e-61
"3597","ADNP",3493,"ADNP","OK","treatmentcontrol",0.771032896,0.02250497,34.26056103,2.34e-234,1.103210863,"count",8.29e-230
"3598","ADAM17",2172,"ADAM17","OK","treatmentcontrol",0.779316163,0.034247782,22.75523045,7.59e-110,1.102973879,"count",2.57e-105
"3599","LINC00592",688,"LINC00592","OK","treatmentcontrol",0.818806077,0.07262094,11.2750685,3.51e-29,1.102252887,"count",1.05e-24
"3600","PIP4K2A",272,"PIP4K2A","OK","treatmentcontrol",0.945378574,0.105988712,8.919615659,6.18e-19,1.101610163,"count",1.76e-14
"3601","ANAPC1",1062,"ANAPC1","OK","treatmentcontrol",0.804167824,0.05537819,14.52138149,5.91e-47,1.101566693,"count",1.86e-42
"3602","SNTB2",995,"SNTB2","OK","treatmentcontrol",0.799368208,0.052155321,15.32668567,5.29e-52,1.100288152,"count",1.68e-47
"3605","GUCY2D",1176,"GUCY2D","OK","treatmentcontrol",0.799876475,0.056711559,14.10429358,1.94e-44,1.099360386,"count",6.07e-40
"3608","GGH",451,"GGH","OK","treatmentcontrol",0.859437267,0.079998185,10.74320962,1.14e-26,1.097436012,"count",3.38e-22
"3609","TAOK1",3151,"TAOK1","OK","treatmentcontrol",0.767013986,0.024840548,30.87749889,6.65e-194,1.096871213,"count",2.33e-189
"3610","LINC02525",337,"LINC02525","OK","treatmentcontrol",0.904251283,0.104893623,8.620650722,8.49e-18,1.096666764,"count",2.4e-13
"3611","KIAA0355",2281,"KIAA0355","OK","treatmentcontrol",0.773444988,0.031742757,24.36603044,6.57e-125,1.096580711,"count",2.25e-120
"3613","PPP2R5E",4345,"PPP2R5E","OK","treatmentcontrol",0.762901242,0.018089894,42.17278657,0,1.095768341,"count",0
"3614","MSL3",1336,"MSL3","OK","treatmentcontrol",0.78912268,0.050436579,15.64584062,4.51e-54,1.093605997,"count",1.44e-49
"3616","MYH9",516,"MYH9","OK","treatmentcontrol",0.845330754,0.076940086,10.98687035,8.32e-28,1.093244322,"count",2.48e-23
"3617","NISCH",2152,"NISCH","OK","treatmentcontrol",0.771164829,0.031538099,24.45184873,9.81e-126,1.093221254,"count",3.35e-121
"3620","NUP155",1054,"NUP155","OK","treatmentcontrol",0.796522033,0.053819379,14.79991119,1.13e-48,1.091255848,"count",3.58e-44
"3621","NT5DC1",1358,"NT5DC1","OK","treatmentcontrol",0.78536804,0.052990022,14.82105504,8.36e-49,1.091161664,"count",2.65e-44
"3622","ZNF488",853,"ZNF488","OK","treatmentcontrol",0.808069822,0.063361163,12.75339313,9.31e-37,1.091049561,"count",2.86e-32
"3624","CREB3L2",851,"CREB3L2","OK","treatmentcontrol",0.807445139,0.061812265,13.0628629,1.87e-38,1.089755969,"count",5.78e-34
"3625","CUL5",3364,"CUL5","OK","treatmentcontrol",0.76248222,0.025390427,30.03030293,3.07e-184,1.0897379,"count",1.08e-179
"3626","OGG1",1051,"OGG1","OK","treatmentcontrol",0.794976868,0.053492254,14.86153233,4.68e-49,1.089615237,"count",1.48e-44
"3627","SOCS2-AS1",213,"SOCS2-AS1","OK","treatmentcontrol",0.965944852,0.119465083,8.085583044,7.48e-16,1.08842735,"count",2.08e-11
"3628","SETD7",1418,"SETD7","OK","treatmentcontrol",0.779785093,0.045575664,17.10968131,4.66e-64,1.088238825,"count",1.51e-59
"3631","LTBP2",213,"LTBP2","OK","treatmentcontrol",0.990618122,0.129240213,7.664937249,2.09e-14,1.087753214,"count",5.73e-10
"3632","ZNF146",2060,"ZNF146","OK","treatmentcontrol",0.768838421,0.033393984,23.02326141,2.71e-112,1.087034047,"count",9.19e-108
"3634","ACSL1",1369,"ACSL1","OK","treatmentcontrol",0.78204502,0.047129193,16.59364341,1.91e-60,1.086348948,"count",6.15e-56
"3635","SMC6",1440,"SMC6","OK","treatmentcontrol",0.777304276,0.045394909,17.12315958,3.74e-64,1.085899534,"count",1.21e-59
"3636","AC006116.8",215,"AC006116.8","OK","treatmentcontrol",0.98429399,0.145882287,6.747179606,1.65e-11,1.085246597,"count",4.41e-07
"3639","CUL3",3263,"CUL3","OK","treatmentcontrol",0.759284065,0.025551416,29.71592925,1.06e-180,1.08466192,"count",3.7e-176
"3640","BCL2L1",3904,"BCL2L1","OK","treatmentcontrol",0.75613824,0.021689778,34.86150221,7.74e-242,1.084275684,"count",2.75e-237
"3641","NCAN",508,"NCAN","OK","treatmentcontrol",0.841940761,0.085286857,9.871869956,8.35e-23,1.08246648,"count",2.43e-18
"3643","GDPD2",250,"GDPD2","OK","treatmentcontrol",0.940183292,0.113869396,8.256681104,1.84e-16,1.081672269,"count",5.15e-12
"3644","ABHD2",1577,"ABHD2","OK","treatmentcontrol",0.772238484,0.042255315,18.27553492,1.39e-72,1.08148116,"count",4.56e-68
"3645","COL4A4",541,"COL4A4","OK","treatmentcontrol",0.82713398,0.086695901,9.540635393,2.04e-21,1.081447172,"count",5.89e-17
"3648","FAM120A",1753,"FAM120A","OK","treatmentcontrol",0.767826458,0.038766068,19.80666347,1.58e-84,1.080148985,"count",5.24e-80
"3652","ADIPOR2",1420,"ADIPOR2","OK","treatmentcontrol",0.776126168,0.047326622,16.39935699,4.12e-59,1.07882821,"count",1.33e-54
"3653","MAPK1",2330,"MAPK1","OK","treatmentcontrol",0.760651956,0.032173779,23.64198333,4.93e-118,1.078632898,"count",1.68e-113
"3656","POLR3G",873,"POLR3G","OK","treatmentcontrol",0.798213031,0.066447979,12.01260062,7.49e-33,1.078002651,"count",2.28e-28
"3659","TMEM120B",1302,"TMEM120B","OK","treatmentcontrol",0.7751284,0.047540518,16.30458452,1.82e-58,1.07638996,"count",5.86e-54
"3661","MAP3K2",3147,"MAP3K2","OK","treatmentcontrol",0.753266007,0.025770599,29.22966629,2.76e-175,1.076199944,"count",9.65e-171
"3663","PLAA",1642,"PLAA","OK","treatmentcontrol",0.766791569,0.040548949,18.91027002,1.97e-77,1.074804363,"count",6.48e-73
"3665","LGALS8",487,"LGALS8","OK","treatmentcontrol",0.843753171,0.085793531,9.83469453,1.2e-22,1.074546122,"count",3.49e-18
"3667","PER2",911,"PER2","OK","treatmentcontrol",0.789269527,0.062641323,12.59982205,6.26e-36,1.073667624,"count",1.92e-31
"3669","TPST2",797,"TPST2","OK","treatmentcontrol",0.799634538,0.061157113,13.07508647,1.6e-38,1.073258049,"count",4.95e-34
"3670","ATP13A3",2159,"ATP13A3","OK","treatmentcontrol",0.758103705,0.033974325,22.31401804,7.2e-106,1.073163192,"count",2.43e-101
"3671","AL442003.1",286,"AL442003.1","OK","treatmentcontrol",0.921153094,0.119819442,7.687843315,1.75e-14,1.072694418,"count",4.81e-10
"3672","GTF2H2",1305,"GTF2H2","OK","treatmentcontrol",0.773820668,0.048786911,15.861235,1.72e-55,1.072370815,"count",5.51e-51
"3673","IP6K1",2252,"IP6K1","OK","treatmentcontrol",0.756678918,0.031819417,23.78041445,2.46e-119,1.072057338,"count",8.39e-115
"3676","TEAD3",1004,"TEAD3","OK","treatmentcontrol",0.783623295,0.054337939,14.4212922,2.41e-46,1.070683879,"count",7.57e-42
"3677","ZNF334",1100,"ZNF334","OK","treatmentcontrol",0.779462882,0.055447882,14.05757719,3.67e-44,1.070158704,"count",1.15e-39
"3679","IPO8",658,"IPO8","OK","treatmentcontrol",0.808805224,0.069534972,11.63163221,6.28e-31,1.069798265,"count",1.9e-26
"3681","ZNF148",3288,"ZNF148","OK","treatmentcontrol",0.747272768,0.023923192,31.23633189,4.69e-198,1.069237603,"count",1.65e-193
"3682","UBE3A",3390,"UBE3A","OK","treatmentcontrol",0.747557367,0.024028,31.11192626,1.3e-196,1.069146874,"count",4.57e-192
"3683","AC003092.1",268,"AC003092.1","OK","treatmentcontrol",0.913400478,0.141248541,6.466618873,1.08e-10,1.068968414,"count",2.42e-06
"3684","RNF216",2366,"RNF216","OK","treatmentcontrol",0.752658072,0.031342346,24.01409458,1.52e-121,1.068375819,"count",5.17e-117
"3686","SENP6",3759,"SENP6","OK","treatmentcontrol",0.744712982,0.022152032,33.61826986,1.86e-226,1.067072273,"count",6.58e-222
"3688","TLK1",3848,"TLK1","OK","treatmentcontrol",0.743806065,0.021251771,34.99972115,1.43e-243,1.0661456,"count",5.08e-239
"3689","NOS1AP",3366,"NOS1AP","OK","treatmentcontrol",0.745241539,0.028211175,26.41653689,2.8e-145,1.065403173,"count",9.68e-141
"3690","RABEPK",1647,"RABEPK","OK","treatmentcontrol",0.760127341,0.041332275,18.39064866,1.88e-73,1.065374267,"count",6.18e-69
"3691","NUTM2A-AS1",2707,"NUTM2A-AS1","OK","treatmentcontrol",0.74845648,0.028950398,25.85306348,1.5e-139,1.065197102,"count",5.16e-135
"3692","ECE1",314,"ECE1","OK","treatmentcontrol",0.889723182,0.097452679,9.129797106,9.31e-20,1.064927848,"count",2.66e-15
"3693","CAB39",2020,"CAB39","OK","treatmentcontrol",0.752917945,0.035916167,20.96320451,4.21e-94,1.063343495,"count",1.41e-89
"3696","ARHGEF17",883,"ARHGEF17","OK","treatmentcontrol",0.783770647,0.059761516,13.11497264,9.62e-39,1.061976835,"count",2.97e-34
"3698","OXCT1",887,"OXCT1","OK","treatmentcontrol",0.778829039,0.058226635,13.37582083,3.3e-40,1.061492401,"count",1.02e-35
"3699","TM9SF4",1968,"TM9SF4","OK","treatmentcontrol",0.753444788,0.037480611,20.10225457,6.25e-87,1.061305066,"count",2.08e-82
"3701","ZNF814",1779,"ZNF814","OK","treatmentcontrol",0.755420558,0.039810115,18.97559357,6.12e-78,1.060566,"count",2.02e-73
"3702","BX842570.1",272,"BX842570.1","OK","treatmentcontrol",0.922378668,0.122221126,7.546802224,5.15e-14,1.05946528,"count",1.41e-09
"3705","UHRF1BP1L",1819,"UHRF1BP1L","OK","treatmentcontrol",0.752041711,0.039954877,18.82227574,9.44e-77,1.058073916,"count",3.11e-72
"3706","CDK5RAP2",1464,"CDK5RAP2","OK","treatmentcontrol",0.757519287,0.044637971,16.97028957,4.51e-63,1.057505766,"count",1.46e-58
"3707","SEH1L",792,"SEH1L","OK","treatmentcontrol",0.786468247,0.062870054,12.5094253,1.9e-35,1.056925704,"count",5.82e-31
"3710","PPP2R1B",456,"PPP2R1B","OK","treatmentcontrol",0.836258527,0.087436689,9.564160492,1.63e-21,1.056601913,"count",4.71e-17
"3711","SNX13",1739,"SNX13","OK","treatmentcontrol",0.751540758,0.03916778,19.18772909,1.34e-79,1.056357988,"count",4.43e-75
"3713","CPB2-AS1",236,"CPB2-AS1","OK","treatmentcontrol",0.937476931,0.124979686,7.501034467,7.29e-14,1.055451433,"count",1.99e-09
"3714","EMP2",380,"EMP2","OK","treatmentcontrol",0.841545943,0.100801111,8.348578057,8.56e-17,1.055248414,"count",2.4e-12
"3716","C19orf18",202,"C19orf18","OK","treatmentcontrol",0.964875905,0.130935253,7.369107115,1.96e-13,1.053927265,"count",5.33e-09
"3717","ZNF346",1269,"ZNF346","OK","treatmentcontrol",0.7613168,0.048402027,15.72902718,1.28e-54,1.05383374,"count",4.1e-50
"3719","PKP2",1815,"PKP2","OK","treatmentcontrol",0.749162429,0.048568623,15.42482326,1.23e-52,1.053637096,"count",3.93e-48
"3720","GAS7",1560,"GAS7","OK","treatmentcontrol",0.750410985,0.046218918,16.23601358,5.31e-58,1.052673731,"count",1.71e-53
"3722","BAZ1A",1025,"BAZ1A","OK","treatmentcontrol",0.761895725,0.050553657,15.07103101,2.26e-50,1.051179569,"count",7.16e-46
"3723","AC097460.1",341,"AC097460.1","OK","treatmentcontrol",0.863429288,0.112426757,7.679927019,1.86e-14,1.050844367,"count",5.11e-10
"3724","ZMYND11",2517,"ZMYND11","OK","treatmentcontrol",0.738741147,0.030681677,24.07759982,3.77e-122,1.050163019,"count",1.29e-117
"3725","TRMT2B",381,"TRMT2B","OK","treatmentcontrol",0.851047247,0.093725243,9.080235121,1.46e-19,1.05015296,"count",4.17e-15
"3728","SLC9A5",252,"SLC9A5","OK","treatmentcontrol",0.921058401,0.114360017,8.054024664,9.65e-16,1.048862782,"count",2.68e-11
"3729","ILDR2",975,"ILDR2","OK","treatmentcontrol",0.761012079,0.053886912,14.12239164,1.51e-44,1.04646354,"count",4.74e-40
"3730","AC119403.1",208,"AC119403.1","OK","treatmentcontrol",0.960532119,0.136760681,7.023452302,2.41e-12,1.046040227,"count",6.49e-08
"3732","C7orf33",1405,"C7orf33","OK","treatmentcontrol",0.747189393,0.049862061,14.98512858,7.86e-50,1.045784938,"count",2.49e-45
"3733","ARC",621,"ARC","OK","treatmentcontrol",0.786945233,0.076402679,10.29996916,1.15e-24,1.045603301,"count",3.38e-20
"3735","TAB3",1164,"TAB3","OK","treatmentcontrol",0.757039786,0.051351195,14.74239851,2.58e-48,1.043638762,"count",8.14e-44
"3738","NCEH1",1024,"NCEH1","OK","treatmentcontrol",0.760795892,0.062854567,12.10406701,2.54e-33,1.04286602,"count",7.72e-29
"3741","TTI1",1020,"TTI1","OK","treatmentcontrol",0.761273904,0.055254338,13.77763132,1.62e-42,1.041204817,"count",5.06e-38
"3742","ARHGAP10",1450,"ARHGAP10","OK","treatmentcontrol",0.745054335,0.048163259,15.46935066,6.36e-53,1.040534685,"count",2.03e-48
"3743","DNAJC11",1364,"DNAJC11","OK","treatmentcontrol",0.747805612,0.046150772,16.20353436,8.81e-58,1.040269017,"count",2.83e-53
"3744","LINC01567",223,"LINC01567","OK","treatmentcontrol",0.943091116,0.141675174,6.656714021,3.06e-11,1.040091322,"count",8.12e-07
"3745","DIAPH1",767,"DIAPH1","OK","treatmentcontrol",0.776573566,0.069514604,11.171373,1.11e-28,1.039897326,"count",3.31e-24
"3746","RAI2",465,"RAI2","OK","treatmentcontrol",0.821052339,0.092266571,8.898697873,7.44e-19,1.039769263,"count",2.12e-14
"3747","CNOT6",1664,"CNOT6","OK","treatmentcontrol",0.740676229,0.039431598,18.78382472,1.87e-76,1.039317422,"count",6.15e-72
"3748","FAM168B",2092,"FAM168B","OK","treatmentcontrol",0.734088288,0.033479916,21.92622873,1.99e-102,1.037732421,"count",6.7e-98
"3750","ZKSCAN7",614,"ZKSCAN7","OK","treatmentcontrol",0.793251173,0.075227479,10.54469971,9.2e-26,1.037482726,"count",2.72e-21
"3751","RAD54L2",1501,"RAD54L2","OK","treatmentcontrol",0.7403875,0.039655901,18.67029808,1.4e-75,1.036716594,"count",4.59e-71
"3754","CYB5R4",1021,"CYB5R4","OK","treatmentcontrol",0.757732695,0.057612467,13.15223491,5.97e-39,1.036016635,"count",1.84e-34
"3760","AC006480.2",487,"AC006480.2","OK","treatmentcontrol",0.811428048,0.083310555,9.739798804,3.02e-22,1.033570926,"count",8.77e-18
"3761","LINC02356",320,"LINC02356","OK","treatmentcontrol",0.86503057,0.120117138,7.20155829,6.71e-13,1.033413118,"count",1.82e-08
