"","gene_short_name","num_cells_expressed","gene_id","status","term","estimate","std_err","test_val","p_value","normalized_effect","model_component","q_value"
"3762","AP001107.9",963,"AP001107.9","OK","treatmentcontrol",0.760148695,0.063146097,12.03793635,5.56e-33,1.033289154,"count",1.69e-28
"3763","NCAPG2",219,"NCAPG2","OK","treatmentcontrol",0.941430286,0.137100107,6.86673631,7.26e-12,1.033221106,"count",1.94e-07
"3764","PLEKHG2",329,"PLEKHG2","OK","treatmentcontrol",0.856439556,0.093543955,9.15547731,7.37e-20,1.033116492,"count",2.11e-15
"3765","TNFAIP8L1",327,"TNFAIP8L1","OK","treatmentcontrol",0.856439556,0.102715209,8.338001397,9.35e-17,1.033116492,"count",2.62e-12
"3767","CHEK1",286,"CHEK1","OK","treatmentcontrol",0.873160696,0.113443983,7.696844505,1.63e-14,1.033039391,"count",4.48e-10
"3768","JAK1",3066,"JAK1","OK","treatmentcontrol",0.723387187,0.02602397,27.79695698,1.03e-159,1.032707741,"count",3.57e-155
"3769","JAM2",2817,"JAM2","OK","treatmentcontrol",0.725444659,0.033491212,21.66074677,4.22e-100,1.032552762,"count",1.42e-95
"3771","LRRC37B",938,"LRRC37B","OK","treatmentcontrol",0.758722299,0.057864087,13.11214506,9.98e-39,1.031946797,"count",3.08e-34
"3772","MFHAS1",736,"MFHAS1","OK","treatmentcontrol",0.76541483,0.056856359,13.4622554,1.07e-40,1.031921027,"count",3.31e-36
"3773","XPO1",2956,"XPO1","OK","treatmentcontrol",0.723400708,0.027779344,26.04095688,1.89e-141,1.031637065,"count",6.51e-137
"3774","PTPRF",2661,"PTPRF","OK","treatmentcontrol",0.722581616,0.028358845,25.47993855,8.21e-136,1.030766297,"count",2.82e-131
"3775","RNF43",223,"RNF43","OK","treatmentcontrol",0.93323882,0.136262534,6.848829194,8.22e-12,1.030499537,"count",2.2e-07
"3777","COL4A2",477,"COL4A2","OK","treatmentcontrol",0.795448423,0.078876579,10.08472265,1.01e-23,1.028953936,"count",2.96e-19
"3778","SETX",2207,"SETX","OK","treatmentcontrol",0.725715476,0.033264812,21.81631076,1.84e-101,1.028663621,"count",6.2e-97
"3779","IFT74",2228,"IFT74","OK","treatmentcontrol",0.726664253,0.037036448,19.62024714,4.98e-83,1.028178293,"count",1.65e-78
"3786","BPTF",4607,"BPTF","OK","treatmentcontrol",0.713751045,0.01718448,41.53463187,0,1.026221532,"count",0
"3788","SFXN5",689,"SFXN5","OK","treatmentcontrol",0.772545041,0.069475341,11.11970129,1.95e-28,1.025534264,"count",5.84e-24
"3789","NUF2",276,"NUF2","OK","treatmentcontrol",0.875052128,0.115441335,7.580058982,4e-14,1.024931474,"count",1.1e-09
"3790","CFLAR",555,"CFLAR","OK","treatmentcontrol",0.786070079,0.07965795,9.868068136,8.66e-23,1.024131844,"count",2.52e-18
"3792","KMT5B",3514,"KMT5B","OK","treatmentcontrol",0.715309925,0.02309609,30.97103937,5.54e-195,1.023782505,"count",1.95e-190
"3793","CENPK",259,"CENPK","OK","treatmentcontrol",0.871816007,0.11364691,7.671268919,1.99e-14,1.023569664,"count",5.46e-10
"3794","RYBP",3482,"RYBP","OK","treatmentcontrol",0.71539815,0.025505715,28.04854295,2.09e-162,1.023545587,"count",7.27e-158
"3797","ZMYND8",2846,"ZMYND8","OK","treatmentcontrol",0.716954328,0.029027989,24.69872499,4e-128,1.021796437,"count",1.37e-123
"3800","PIP5K1A",2838,"PIP5K1A","OK","treatmentcontrol",0.716145781,0.026899752,26.62276551,2.12e-147,1.020945811,"count",7.34e-143
"3802","AL353576.1",204,"AL353576.1","OK","treatmentcontrol",0.937889642,0.127136147,7.377049439,1.85e-13,1.018801846,"count",5.03e-09
"3803","TRMT44",639,"TRMT44","OK","treatmentcontrol",0.773961384,0.070603029,10.96215558,1.09e-27,1.018494977,"count",3.24e-23
"3804","SMAD4",2463,"SMAD4","OK","treatmentcontrol",0.716252428,0.031211058,22.94867525,1.31e-111,1.017625964,"count",4.43e-107
"3805","ALG6",456,"ALG6","OK","treatmentcontrol",0.809162318,0.090573503,8.933764186,5.45e-19,1.017452956,"count",1.55e-14
"3806","TTF2",695,"TTF2","OK","treatmentcontrol",0.76339385,0.067837237,11.25331581,4.47e-29,1.017009939,"count",1.34e-24
"3807","TTC13",492,"TTC13","OK","treatmentcontrol",0.795680492,0.08382612,9.4920353,3.23e-21,1.01680025,"count",9.33e-17
"3808","ZNF277",1424,"ZNF277","OK","treatmentcontrol",0.729499768,0.045945082,15.87764628,1.34e-55,1.01673337,"count",4.29e-51
"3809","IBTK",2788,"IBTK","OK","treatmentcontrol",0.713705381,0.028610577,24.94550844,1.56e-130,1.01643602,"count",5.36e-126
"3810","TMEM42",821,"TMEM42","OK","treatmentcontrol",0.754249987,0.071541285,10.54286323,9.38e-26,1.015844755,"count",2.77e-21
"3812","DDX31",580,"DDX31","OK","treatmentcontrol",0.778304134,0.079274374,9.817852798,1.42e-22,1.015213699,"count",4.11e-18
"3815","RABEP1",3536,"RABEP1","OK","treatmentcontrol",0.709030192,0.023361784,30.35000152,7.3e-188,1.014092866,"count",2.56e-183
"3816","TDRD7",1241,"TDRD7","OK","treatmentcontrol",0.731587085,0.050306542,14.5425835,4.38e-47,1.013907797,"count",1.38e-42
"3817","UBOX5",551,"UBOX5","OK","treatmentcontrol",0.779579822,0.079759041,9.774187476,2.17e-22,1.01250021,"count",6.29e-18
"3818","FAM138C",418,"FAM138C","OK","treatmentcontrol",0.815020149,0.105652046,7.714191798,1.42e-14,1.011968467,"count",3.92e-10
"3820","IQCK",2419,"IQCK","OK","treatmentcontrol",0.713248939,0.034547822,20.64526517,2.01e-91,1.011243605,"count",6.7e-87
"3821","SELENOO",1050,"SELENOO","OK","treatmentcontrol",0.740107658,0.057556354,12.85883495,2.48e-37,1.011158434,"count",7.64e-33
"3822","ACLY",2175,"ACLY","OK","treatmentcontrol",0.713614998,0.034118798,20.91559629,1.07e-93,1.010784941,"count",3.56e-89
"3823","PRRC2B",3111,"PRRC2B","OK","treatmentcontrol",0.706875708,0.024802876,28.49974754,2.8e-167,1.010134102,"count",9.76e-163
"3825","ACADSB",794,"ACADSB","OK","treatmentcontrol",0.750363726,0.063027562,11.90532682,2.64e-32,1.0096481,"count",8.02e-28
"3827","PSPC1",3224,"PSPC1","OK","treatmentcontrol",0.706657043,0.025752409,27.44042528,6.23e-156,1.009501927,"count",2.16e-151
"3829","CYP46A1",2018,"CYP46A1","OK","treatmentcontrol",0.713905042,0.038290865,18.64426532,2.21e-75,1.008130785,"count",7.26e-71
"3830","SRP14-AS1",1020,"SRP14-AS1","OK","treatmentcontrol",0.737418903,0.058316175,12.64518647,3.57e-36,1.007334421,"count",1.1e-31
"3831","VPS26C",1706,"VPS26C","OK","treatmentcontrol",0.718568358,0.042289986,16.9914541,3.2e-63,1.007231292,"count",1.04e-58
"3832","SP2",872,"SP2","OK","treatmentcontrol",0.742831255,0.058724599,12.64940528,3.39e-36,1.006895125,"count",1.04e-31
"3835","PAFAH1B1",4648,"PAFAH1B1","OK","treatmentcontrol",0.700411138,0.018134616,38.62288196,1.66e-290,1.00628093,"count",5.93e-286
"3836","ILKAP",2277,"ILKAP","OK","treatmentcontrol",0.71073177,0.034527505,20.58451001,6.46e-91,1.006064435,"count",2.15e-86
"3837","ESYT1",337,"ESYT1","OK","treatmentcontrol",0.831491929,0.093273174,8.914588139,6.46e-19,1.006000164,"count",1.84e-14
"3839","EOGT",1495,"EOGT","OK","treatmentcontrol",0.719846174,0.04568451,15.7568983,8.41e-55,1.00539841,"count",2.69e-50
"3842","OTUD4",1105,"OTUD4","OK","treatmentcontrol",0.728958896,0.049877683,14.61493113,1.58e-47,1.00355805,"count",4.98e-43
"3843","POU5F2",224,"POU5F2","OK","treatmentcontrol",0.909093907,0.121940468,7.455227285,1.03e-13,1.003526103,"count",2.81e-09
"3844","CHFR",1407,"CHFR","OK","treatmentcontrol",0.720558913,0.044914172,16.04301893,1.06e-56,1.00277103,"count",3.39e-52
"3846","TENT5A",645,"TENT5A","OK","treatmentcontrol",0.750393987,0.070927376,10.57975108,6.38e-26,1.001954123,"count",1.89e-21
"3848","MTMR2",2215,"MTMR2","OK","treatmentcontrol",0.707491718,0.034783844,20.33966475,6.98e-89,1.000831357,"count",2.32e-84
"3850","CSGALNACT2",1104,"CSGALNACT2","OK","treatmentcontrol",0.726144266,0.053973772,13.45365062,1.19e-40,1.000311182,"count",3.7e-36
