"","gene_short_name","num_cells_expressed","gene_id","status","term","estimate","std_err","test_val","p_value","normalized_effect","model_component","q_value"
"910","FAM171A2",1901,"FAM171A2","OK","treatmentcontrol",-0.843390281,0.045608124,-18.49210655,3.2e-74,-1.181969001,"count",1.05e-69
"911","PYCR2",1833,"PYCR2","OK","treatmentcontrol",-0.84632399,0.050921373,-16.62021144,1.25e-60,-1.181858095,"count",4.03e-56
"913","VN1R1",301,"VN1R1","OK","treatmentcontrol",-1.07200602,0.163440181,-6.559011458,5.89e-11,-1.180089427,"count",1.56e-06
"914","RPS6KB2",1971,"RPS6KB2","OK","treatmentcontrol",-0.841929701,0.047233345,-17.82490106,3.15e-69,-1.179676456,"count",1.03e-64
"916","PDZD7",677,"PDZD7","OK","treatmentcontrol",-0.916248028,0.097728208,-9.375471516,9.66e-21,-1.178454135,"count",2.78e-16
"917","RBM42",2699,"RBM42","OK","treatmentcontrol",-0.830752984,0.037680392,-22.04735489,1.7e-103,-1.17785574,"count",5.71e-99
"918","B3GNT7",244,"B3GNT7","OK","treatmentcontrol",-1.144007312,0.18094515,-6.322398301,2.77e-10,-1.177795747,"count",5.21e-06
"919","SNHG11",1285,"SNHG11","OK","treatmentcontrol",-0.859681484,0.063329311,-13.5747804,2.42e-41,-1.177629317,"count",7.52e-37
"923","CCDC107",3657,"CCDC107","OK","treatmentcontrol",-0.824078372,0.029514485,-27.92115003,4.85e-161,-1.176128449,"count",1.69e-156
"925","AC116407.2",446,"AC116407.2","OK","treatmentcontrol",-0.978305338,0.123486053,-7.922395371,2.77e-15,-1.175913079,"count",7.69e-11
"926","CAPN10-DT",742,"CAPN10-DT","OK","treatmentcontrol",-0.896511463,0.08418741,-10.6489968,3.08e-26,-1.175012198,"count",9.13e-22
"928","ING2",3041,"ING2","OK","treatmentcontrol",-0.826979841,0.036752185,-22.50151518,1.5e-107,-1.174809606,"count",5.06e-103
"931","ANAPC13",3585,"ANAPC13","OK","treatmentcontrol",-0.822153457,0.030603542,-26.86465069,6.67e-150,-1.172986578,"count",2.31e-145
"933","CLEC11A",2577,"CLEC11A","OK","treatmentcontrol",-0.827476204,0.039584495,-20.90404861,1.33e-93,-1.172420589,"count",4.46e-89
"934","DAB2",350,"DAB2","OK","treatmentcontrol",-1.010620646,0.161312865,-6.264972377,4e-10,-1.172105548,"count",7.5e-06
"935","AC084018.2",322,"AC084018.2","OK","treatmentcontrol",-1.045054454,0.141893577,-7.365058198,2.02e-13,-1.171771027,"count",5.49e-09
"936","IRF7",592,"IRF7","OK","treatmentcontrol",-0.927440897,0.101598114,-9.128524735,9.42e-20,-1.171510322,"count",2.69e-15
"937","TMA7",5666,"TMA7","OK","treatmentcontrol",-0.812633738,0.014347064,-56.64111876,0,-1.170847988,"count",0
"939","CCDC142",580,"CCDC142","OK","treatmentcontrol",-0.926872536,0.094701747,-9.787280215,1.91e-22,-1.16954218,"count",5.54e-18
"940","FAM226B",943,"FAM226B","OK","treatmentcontrol",-0.878341231,0.079190508,-11.0914964,2.66e-28,-1.168488894,"count",7.95e-24
"942","AC012306.2",403,"AC012306.2","OK","treatmentcontrol",-0.99016234,0.129084865,-7.670630767,2e-14,-1.167893241,"count",5.49e-10
"944","AC239868.1",322,"AC239868.1","OK","treatmentcontrol",-1.041658866,0.147244289,-7.074358355,1.68e-12,-1.167569938,"count",4.53e-08
"945","COQ4",3533,"COQ4","OK","treatmentcontrol",-0.818764761,0.031418226,-26.0601845,1.21e-141,-1.167455206,"count",4.16e-137
"947","MFGE8",2534,"MFGE8","OK","treatmentcontrol",-0.82398344,0.038876376,-21.19496511,4.46e-96,-1.167006387,"count",1.49e-91
"948","SLC25A4",4721,"SLC25A4","OK","treatmentcontrol",-0.811897793,0.023831229,-34.06864983,5.5e-232,-1.165885444,"count",1.95e-227
"949","DPAGT1",1307,"DPAGT1","OK","treatmentcontrol",-0.848668315,0.060527016,-14.02131426,6.03e-44,-1.165292649,"count",1.88e-39
"950","CDPF1",751,"CDPF1","OK","treatmentcontrol",-0.893624413,0.085569917,-10.44320767,2.64e-25,-1.1652312,"count",7.79e-21
"951","FICD",510,"FICD","OK","treatmentcontrol",-0.938060465,0.107916887,-8.692434407,4.56e-18,-1.165162426,"count",1.29e-13
"953","DGUOK",4339,"DGUOK","OK","treatmentcontrol",-0.811700842,0.024303275,-33.39882547,8.82e-224,-1.163976695,"count",3.12e-219
"954","PUS7L",2319,"PUS7L","OK","treatmentcontrol",-0.824075281,0.044758541,-18.41157591,1.31e-73,-1.163909903,"count",4.29e-69
"955","AC017083.1",509,"AC017083.1","OK","treatmentcontrol",-0.940542883,0.12035324,-7.814853053,6.49e-15,-1.163710951,"count",1.79e-10
"956","DERL1",2764,"DERL1","OK","treatmentcontrol",-0.821130937,0.037900123,-21.66565368,3.83e-100,-1.163706728,"count",1.29e-95
"958","PPAN",1539,"PPAN","OK","treatmentcontrol",-0.838564754,0.056440099,-14.857606,4.95e-49,-1.162153737,"count",1.57e-44
"959","NUB1",2926,"NUB1","OK","treatmentcontrol",-0.818062089,0.035981115,-22.73587389,1.14e-109,-1.162102913,"count",3.85e-105
"961","TPT1",5743,"TPT1","OK","treatmentcontrol",-0.805223492,0.017923434,-44.92573789,0,-1.161294197,"count",0
"962","AP2A1",2328,"AP2A1","OK","treatmentcontrol",-0.823723657,0.040477575,-20.35012343,5.72e-89,-1.161150733,"count",1.91e-84
"963","BUD23",3182,"BUD23","OK","treatmentcontrol",-0.814091153,0.031979483,-25.45667015,1.4e-135,-1.160710293,"count",4.81e-131
"964","AKT1",2196,"AKT1","OK","treatmentcontrol",-0.825080782,0.043068774,-19.15728487,2.33e-79,-1.160326445,"count",7.69e-75
"967","IDH3B",2846,"IDH3B","OK","treatmentcontrol",-0.817571916,0.036882209,-22.16710801,1.47e-104,-1.158834078,"count",4.96e-100
"970","TMF1",4080,"TMF1","OK","treatmentcontrol",-0.807304374,0.027930655,-28.90388239,1.08e-171,-1.156771219,"count",3.77e-167
"971","USE1",2865,"USE1","OK","treatmentcontrol",-0.813551924,0.035710734,-22.78171924,4.36e-110,-1.156066544,"count",1.48e-105
"972","PPP1R35",2743,"PPP1R35","OK","treatmentcontrol",-0.815459977,0.038082572,-21.41294369,5.97e-98,-1.155598989,"count",2e-93
"974","AC009560.1",247,"AC009560.1","OK","treatmentcontrol",-1.110651722,0.176495051,-6.292820783,3.35e-10,-1.154897571,"count",6.29e-06
"976","RELA",1059,"RELA","OK","treatmentcontrol",-0.851723986,0.066160429,-12.87361644,2.06e-37,-1.154443031,"count",6.34e-33
"977","UFSP2",3362,"UFSP2","OK","treatmentcontrol",-0.810229405,0.032905451,-24.62295425,2.18e-127,-1.15385141,"count",7.44e-123
"978","ZNF503",980,"ZNF503","OK","treatmentcontrol",-0.854863029,0.077736205,-10.99697409,7.45e-28,-1.153639618,"count",2.22e-23
"980","AC009570.1",294,"AC009570.1","OK","treatmentcontrol",-1.045315175,0.149106212,-7.010540762,2.65e-12,-1.152661617,"count",7.11e-08
"981","ZNF664",2067,"ZNF664","OK","treatmentcontrol",-0.820094178,0.046332552,-17.70017282,2.59e-68,-1.151891596,"count",8.44e-64
"982","ACAA1",1232,"ACAA1","OK","treatmentcontrol",-0.845187698,0.065112429,-12.98043572,5.35e-38,-1.151822002,"count",1.65e-33
"983","CFAP20",2708,"CFAP20","OK","treatmentcontrol",-0.813283123,0.038681332,-21.02520961,1.25e-94,-1.151419149,"count",4.19e-90
"984","TRIM52-AS1",2604,"TRIM52-AS1","OK","treatmentcontrol",-0.81359896,0.038937929,-20.89476693,1.6e-93,-1.15077635,"count",5.34e-89
"985","FDFT1",2307,"FDFT1","OK","treatmentcontrol",-0.813591827,0.051782711,-15.71164986,1.67e-54,-1.150488494,"count",5.34e-50
"986","FAHD1",2167,"FAHD1","OK","treatmentcontrol",-0.81638779,0.044561307,-18.32055318,6.38e-73,-1.148923113,"count",2.09e-68
"989","SMIM10L1",3386,"SMIM10L1","OK","treatmentcontrol",-0.805316095,0.032345841,-24.89705219,4.66e-130,-1.147476778,"count",1.6e-125
"991","PEBP1",5322,"PEBP1","OK","treatmentcontrol",-0.796513228,0.015879619,-50.15946781,0,-1.146719799,"count",0
"995","NR1D1",825,"NR1D1","OK","treatmentcontrol",-0.861277174,0.079990791,-10.76720413,8.82e-27,-1.144685805,"count",2.62e-22
"996","PBX2",1152,"PBX2","OK","treatmentcontrol",-0.843451759,0.066308498,-12.7201156,1.41e-36,-1.144458716,"count",4.33e-32
"997","TPRN",1152,"TPRN","OK","treatmentcontrol",-0.841331215,0.066633625,-12.62622608,4.52e-36,-1.144299916,"count",1.38e-31
"998","FAM229A",518,"FAM229A","OK","treatmentcontrol",-0.919191981,0.103209357,-8.906091567,6.97e-19,-1.143369246,"count",1.98e-14
"999","GNL2",2211,"GNL2","OK","treatmentcontrol",-0.811791285,0.046066175,-17.62228542,9.59e-68,-1.143233173,"count",3.12e-63
"1000","C16orf91",2489,"C16orf91","OK","treatmentcontrol",-0.809061004,0.040632961,-19.91144581,2.24e-85,-1.142488889,"count",7.43e-81
"1002","PCIF1",2083,"PCIF1","OK","treatmentcontrol",-0.81377174,0.04742551,-17.15894531,2.08e-64,-1.142036782,"count",6.75e-60
"1005","TMEM198",779,"TMEM198","OK","treatmentcontrol",-0.867042356,0.081196364,-10.6783397,2.26e-26,-1.140262507,"count",6.7e-22
"1008","AC005332.4",441,"AC005332.4","OK","treatmentcontrol",-0.950521154,0.120153293,-7.910903876,3.04e-15,-1.137849411,"count",8.42e-11
"1009","HIST4H4",436,"HIST4H4","OK","treatmentcontrol",-0.950521154,0.13404677,-7.09096647,1.49e-12,-1.137849411,"count",4.02e-08
"1011","CRTC2",480,"CRTC2","OK","treatmentcontrol",-0.928330181,0.110563771,-8.396332448,5.74e-17,-1.13763957,"count",1.61e-12
"1013","HAX1",4104,"HAX1","OK","treatmentcontrol",-0.793982991,0.025453262,-31.19376133,1.46e-197,-1.137271748,"count",5.14e-193
"1016","SPNS1",1904,"SPNS1","OK","treatmentcontrol",-0.811815111,0.046034057,-17.63509801,7.74e-68,-1.136938878,"count",2.52e-63
"1017","Z98752.4",216,"Z98752.4","OK","treatmentcontrol",-1.159441762,0.198503576,-5.840911217,5.47e-09,-1.136822505,"count",0.000100147
"1018","CENPX",3105,"CENPX","OK","treatmentcontrol",-0.79861416,0.033418885,-23.89709206,1.95e-120,-1.136334359,"count",6.64e-116
"1019","AL606760.3",215,"AL606760.3","OK","treatmentcontrol",-1.131387588,0.182029544,-6.215406384,5.48e-10,-1.135546555,"count",1.02e-05
"1020","FDPS",4178,"FDPS","OK","treatmentcontrol",-0.792798188,0.026547965,-29.86286081,2.37e-182,-1.135544632,"count",8.3e-178
"1021","LHX9",248,"LHX9","OK","treatmentcontrol",-0.95415419,0.157151301,-6.07156406,1.35e-09,-1.135261189,"count",2.5e-05
"1023","DNAH10OS",505,"DNAH10OS","OK","treatmentcontrol",-0.916218292,0.118493693,-7.732211454,1.24e-14,-1.133442671,"count",3.41e-10
"1024","TMEM255B",939,"TMEM255B","OK","treatmentcontrol",-0.846686192,0.090560961,-9.349350735,1.23e-20,-1.132270432,"count",3.54e-16
"1027","CBX5",3568,"CBX5","OK","treatmentcontrol",-0.791918002,0.030434558,-26.02035467,3.05e-141,-1.13166781,"count",1.05e-136
"1029","AC105275.1",274,"AC105275.1","OK","treatmentcontrol",-1.050736077,0.183130148,-5.737646632,1.01e-08,-1.131478027,"count",0.00018321
"1030","TRUB2",2004,"TRUB2","OK","treatmentcontrol",-0.806501106,0.045942033,-17.55475423,2.97e-67,-1.131248368,"count",9.67e-63
"1031","CCDC84",1699,"CCDC84","OK","treatmentcontrol",-0.811974666,0.053004689,-15.31892132,5.94e-52,-1.130940186,"count",1.89e-47
"1032","MYL6",5716,"MYL6","OK","treatmentcontrol",-0.784403084,0.018252641,-42.97477303,0,-1.130858785,"count",0
"1033","IK",4759,"IK","OK","treatmentcontrol",-0.787021339,0.022201213,-35.44947415,3.07e-249,-1.12978251,"count",1.09e-244
"1034","AL137796.1",317,"AL137796.1","OK","treatmentcontrol",-1.014452273,0.157899086,-6.424687433,1.43e-10,-1.129427736,"count",2.71e-06
"1035","AL031963.3",714,"AL031963.3","OK","treatmentcontrol",-0.8708833,0.085751749,-10.15586637,4.96e-24,-1.128861585,"count",1.45e-19
"1037","CDK9",938,"CDK9","OK","treatmentcontrol",-0.846216718,0.077415228,-10.93088191,1.52e-27,-1.128597842,"count",4.54e-23
"1039","DALRD3",2887,"DALRD3","OK","treatmentcontrol",-0.795204235,0.036288345,-21.91348842,2.58e-102,-1.128315562,"count",8.68e-98
"1041","PSMD4",4045,"PSMD4","OK","treatmentcontrol",-0.787592912,0.025896612,-30.4129708,1.4e-188,-1.127671138,"count",4.91e-184
"1042","PIGBOS1",2204,"PIGBOS1","OK","treatmentcontrol",-0.800871864,0.045164289,-17.73241392,1.5e-68,-1.127281806,"count",4.9e-64
"1043","PRR36",1025,"PRR36","OK","treatmentcontrol",-0.833209704,0.065549845,-12.71108577,1.58e-36,-1.126742064,"count",4.84e-32
"1046","ACP1",4669,"ACP1","OK","treatmentcontrol",-0.784708602,0.021579745,-36.3632002,6.76e-261,-1.126087237,"count",2.41e-256
"1047","GCC1",366,"GCC1","OK","treatmentcontrol",-0.959439405,0.132081319,-7.26400531,4.26e-13,-1.12601476,"count",1.15e-08
"1048","TBL2",1521,"TBL2","OK","treatmentcontrol",-0.812572707,0.05505122,-14.76030343,2e-48,-1.125523137,"count",6.3e-44
"1049","TGFBR3L",1554,"TGFBR3L","OK","treatmentcontrol",-0.812476318,0.062082937,-13.08695037,1.38e-38,-1.125490747,"count",4.25e-34
"1050","TRAPPC2B",2552,"TRAPPC2B","OK","treatmentcontrol",-0.796138593,0.041161833,-19.34167014,8.22e-81,-1.125279587,"count",2.72e-76
"1052","FAM41C",205,"FAM41C","OK","treatmentcontrol",-1.158929587,0.190155604,-6.094638076,1.17e-09,-1.124888695,"count",2.17e-05
"1053","SIGIRR",1807,"SIGIRR","OK","treatmentcontrol",-0.802049599,0.051506175,-15.57191153,1.37e-53,-1.124443416,"count",4.38e-49
"1054","AL050341.2",1702,"AL050341.2","OK","treatmentcontrol",-0.808280412,0.052591114,-15.36914402,2.82e-52,-1.123534341,"count",8.99e-48
"1055","SNX15",1389,"SNX15","OK","treatmentcontrol",-0.814067361,0.058971698,-13.8043738,1.13e-42,-1.123457494,"count",3.54e-38
"1056","EIF2AK3-DT",381,"EIF2AK3-DT","OK","treatmentcontrol",-0.954296427,0.138183266,-6.906020193,5.52e-12,-1.122302233,"count",1.48e-07
"1057","CTDNEP1",3303,"CTDNEP1","OK","treatmentcontrol",-0.78561251,0.029058335,-27.03570265,1.1e-151,-1.121244454,"count",3.82e-147
"1058","THAP3",1455,"THAP3","OK","treatmentcontrol",-0.814060964,0.059387341,-13.70765135,4.14e-42,-1.120600904,"count",1.29e-37
"1059","AC068473.5",452,"AC068473.5","OK","treatmentcontrol",-0.922304738,0.113842863,-8.10155956,6.57e-16,-1.120596138,"count",1.83e-11
"1062","ATXN7L3",1033,"ATXN7L3","OK","treatmentcontrol",-0.832245508,0.070914293,-11.73593464,1.89e-31,-1.120048388,"count",5.73e-27
"1063","ZNF571-AS1",339,"ZNF571-AS1","OK","treatmentcontrol",-0.98628973,0.151715053,-6.500935201,8.65e-11,-1.119958813,"count",2.28e-06
"1064","CHMP6",1971,"CHMP6","OK","treatmentcontrol",-0.800708679,0.048031996,-16.67031848,5.62e-61,-1.119673955,"count",1.82e-56
"1066","PCGF2",1624,"PCGF2","OK","treatmentcontrol",-0.805997189,0.050457044,-15.97392791,3.06e-56,-1.11944552,"count",9.82e-52
"1067","ARL2BP",3902,"ARL2BP","OK","treatmentcontrol",-0.78174771,0.026433987,-29.57358316,4.14e-179,-1.119419439,"count",1.45e-174
"1068","IFITM10",215,"IFITM10","OK","treatmentcontrol",-1.116349698,0.183593627,-6.080547106,1.27e-09,-1.118123181,"count",2.37e-05
"1069","ERH",5327,"ERH","OK","treatmentcontrol",-0.777084199,0.015582798,-49.86807749,0,-1.118002635,"count",0
"1070","YIPF5",3196,"YIPF5","OK","treatmentcontrol",-0.784246858,0.033869424,-23.15501052,1.66e-113,-1.117837559,"count",5.65e-109
"1071","PYURF",3906,"PYURF","OK","treatmentcontrol",-0.781373863,0.026251627,-29.76477866,3e-181,-1.117191153,"count",1.05e-176
"1072","ELF3",254,"ELF3","OK","treatmentcontrol",-1.054562262,0.181740898,-5.802558883,6.88e-09,-1.117148206,"count",0.000125452
"1075","TRAPPC4",3723,"TRAPPC4","OK","treatmentcontrol",-0.780530152,0.028405914,-27.47773366,2.51e-156,-1.114833808,"count",8.72e-152
"1076","TMEM259",2771,"TMEM259","OK","treatmentcontrol",-0.785367927,0.034598554,-22.69944359,2.44e-109,-1.11469522,"count",8.25e-105
"1077","RUNDC3A",1584,"RUNDC3A","OK","treatmentcontrol",-0.804976062,0.054791344,-14.69166471,5.31e-48,-1.114646494,"count",1.68e-43
"1079","NDUFV3",4745,"NDUFV3","OK","treatmentcontrol",-0.775979806,0.021841295,-35.52810419,3.1e-250,-1.114209478,"count",1.1e-245
"1080","AC008608.2",1376,"AC008608.2","OK","treatmentcontrol",-0.810770584,0.06409932,-12.6486613,3.42e-36,-1.113576204,"count",1.05e-31
"1083","TMEM121",1075,"TMEM121","OK","treatmentcontrol",-0.821476216,0.06871554,-11.95473711,1.48e-32,-1.112049714,"count",4.5e-28
"1084","AP005329.3",341,"AP005329.3","OK","treatmentcontrol",-0.976608181,0.143196966,-6.820034023,1e-11,-1.111721979,"count",2.68e-07
"1085","RPA2",2649,"RPA2","OK","treatmentcontrol",-0.784054478,0.037212259,-21.06978967,5.23e-95,-1.111271366,"count",1.75e-90
"1088","TIMM10B",1918,"TIMM10B","OK","treatmentcontrol",-0.793997133,0.048374351,-16.41359766,3.29e-59,-1.110659949,"count",1.06e-54
"1089","SFXN3",2629,"SFXN3","OK","treatmentcontrol",-0.785059508,0.04051406,-19.37745849,4.28e-81,-1.110209732,"count",1.42e-76
"1091","ISG20L2",1932,"ISG20L2","OK","treatmentcontrol",-0.789656949,0.044575078,-17.71521187,2.01e-68,-1.109616551,"count",6.55e-64
"1092","ARFGAP1",1052,"ARFGAP1","OK","treatmentcontrol",-0.821781513,0.06836214,-12.02100333,6.79e-33,-1.109609068,"count",2.06e-28
"1094","HRK",422,"HRK","OK","treatmentcontrol",-0.887508186,0.116242468,-7.634973672,2.63e-14,-1.10866601,"count",7.21e-10
"1095","PPM1J",1352,"PPM1J","OK","treatmentcontrol",-0.804725483,0.08792853,-9.152040673,7.6e-20,-1.108078884,"count",2.18e-15
"1097","PARD6A",2281,"PARD6A","OK","treatmentcontrol",-0.786831039,0.044531047,-17.66926866,4.36e-68,-1.107792472,"count",1.42e-63
"1098","EML2",757,"EML2","OK","treatmentcontrol",-0.836538093,0.086217691,-9.702626938,4.33e-22,-1.107763658,"count",1.25e-17
"1100","SCRG1",286,"SCRG1","OK","treatmentcontrol",-1.004125855,0.157316838,-6.382825064,1.87e-10,-1.107317625,"count",3.54e-06
"1101","GTF2F1",3298,"GTF2F1","OK","treatmentcontrol",-0.776894835,0.033611915,-23.11367365,4e-113,-1.107226197,"count",1.36e-108
"1103","HDAC10",479,"HDAC10","OK","treatmentcontrol",-0.898558022,0.11562083,-7.771592909,9.11e-15,-1.105633642,"count",2.51e-10
"1105","ZBTB11-AS1",467,"ZBTB11-AS1","OK","treatmentcontrol",-0.906244097,0.112113914,-8.083243746,7.62e-16,-1.105391773,"count",2.12e-11
"1107","GPN3",2526,"GPN3","OK","treatmentcontrol",-0.782598348,0.040888892,-19.1396322,3.21e-79,-1.105238629,"count",1.06e-74
"1108","MYBPHL",392,"MYBPHL","OK","treatmentcontrol",-0.928330181,0.13283595,-6.988546263,3.09e-12,-1.104721117,"count",8.31e-08
"1109","HIPK1-AS1",387,"HIPK1-AS1","OK","treatmentcontrol",-0.94015192,0.127885308,-7.351524052,2.23e-13,-1.104376316,"count",6.07e-09
"1110","GEMIN7",1588,"GEMIN7","OK","treatmentcontrol",-0.798141096,0.057952856,-13.77224791,1.75e-42,-1.104317039,"count",5.44e-38
"1111","QTRT1",2377,"QTRT1","OK","treatmentcontrol",-0.782102661,0.042974097,-18.19939707,5.2e-72,-1.103798723,"count",1.7e-67
"1112","AC132192.2",1039,"AC132192.2","OK","treatmentcontrol",-0.819858498,0.072905676,-11.24546873,4.87e-29,-1.102973476,"count",1.46e-24
"1115","NFYC-AS1",742,"NFYC-AS1","OK","treatmentcontrol",-0.845563227,0.086083329,-9.822612975,1.35e-22,-1.101603983,"count",3.93e-18
"1116","SNAPC2",1002,"SNAPC2","OK","treatmentcontrol",-0.81968559,0.074015709,-11.07448143,3.2e-28,-1.101520629,"count",9.57e-24
"1120","CIRBP",5459,"CIRBP","OK","treatmentcontrol",-0.763655163,0.015524563,-49.19012311,0,-1.099566369,"count",0
"1121","DDX51",962,"DDX51","OK","treatmentcontrol",-0.816065488,0.069779212,-11.69496565,3.04e-31,-1.099210389,"count",9.18e-27
"1122","STK11",1451,"STK11","OK","treatmentcontrol",-0.796509646,0.056099712,-14.19810573,5.34e-45,-1.09873716,"count",1.67e-40
"1124","UBXN6",3458,"UBXN6","OK","treatmentcontrol",-0.770214587,0.030673625,-25.10999546,3.79e-132,-1.097997716,"count",1.3e-127
"1127","CREG1",3766,"CREG1","OK","treatmentcontrol",-0.767910972,0.033369859,-23.01211328,3.43e-112,-1.097393097,"count",1.16e-107
"1128","NKAP",3273,"NKAP","OK","treatmentcontrol",-0.770245487,0.032224252,-23.90266445,1.73e-120,-1.09722015,"count",5.88e-116
"1130","FASN",1930,"FASN","OK","treatmentcontrol",-0.781452144,0.046991905,-16.62950568,1.08e-60,-1.096853563,"count",3.48e-56
"1131","INO80E",1512,"INO80E","OK","treatmentcontrol",-0.791891422,0.055540034,-14.25802911,2.33e-45,-1.096579745,"count",7.32e-41
"1132","VPREB3",569,"VPREB3","OK","treatmentcontrol",-0.869906991,0.1113032,-7.815651199,6.45e-15,-1.096475599,"count",1.78e-10
"1134","TCP1",3711,"TCP1","OK","treatmentcontrol",-0.766233933,0.028987976,-26.43281909,1.91e-145,-1.096052826,"count",6.59e-141
"1136","MRPS22",2796,"MRPS22","OK","treatmentcontrol",-0.772627909,0.036761147,-21.01751355,1.46e-94,-1.095166828,"count",4.87e-90
"1137","SMIM4",3080,"SMIM4","OK","treatmentcontrol",-0.768852474,0.037473024,-20.5174923,2.34e-90,-1.095150293,"count",7.8e-86
"1139","DMTN",487,"DMTN","OK","treatmentcontrol",-0.888607692,0.123361998,-7.20325307,6.63e-13,-1.094264943,"count",1.79e-08
"1140","GIHCG",4031,"GIHCG","OK","treatmentcontrol",-0.764156587,0.027593829,-27.69302508,1.31e-158,-1.093481535,"count",4.56e-154
"1142","PEX12",375,"PEX12","OK","treatmentcontrol",-0.935710288,0.132826846,-7.044587111,2.08e-12,-1.093165964,"count",5.59e-08
"1147","NUDT16",1500,"NUDT16","OK","treatmentcontrol",-0.788259765,0.054368624,-14.49843149,8.16e-47,-1.092077225,"count",2.57e-42
"1148","WDR5B",701,"WDR5B","OK","treatmentcontrol",-0.840591266,0.095029372,-8.845594209,1.19e-18,-1.09159621,"count",3.39e-14
"1149","ZNF408",571,"ZNF408","OK","treatmentcontrol",-0.867705559,0.103252719,-8.403706589,5.39e-17,-1.091263175,"count",1.51e-12
"1150","HSPA14",825,"HSPA14","OK","treatmentcontrol",-0.82609574,0.080221423,-10.29769492,1.18e-24,-1.091212187,"count",3.46e-20
"1154","NDUFA2",5246,"NDUFA2","OK","treatmentcontrol",-0.758337097,0.01896337,-39.98957525,0,-1.090651199,"count",2.27e-304
"1155","SOX15",238,"SOX15","OK","treatmentcontrol",-1.049756062,0.184078558,-5.702761221,1.24e-08,-1.090568729,"count",0.000224201
"1156","RP1L1",1220,"RP1L1","OK","treatmentcontrol",-0.795331102,0.075120944,-10.58734172,5.89e-26,-1.090349149,"count",1.74e-21
"1157","ZNF419",659,"ZNF419","OK","treatmentcontrol",-0.848164009,0.093351668,-9.085686739,1.39e-19,-1.089810465,"count",3.97e-15
"1158","RANBP1",4413,"RANBP1","OK","treatmentcontrol",-0.759085932,0.022774335,-33.33076184,5.93e-223,-1.088951576,"count",2.1e-218
"1160","FBXO6",825,"FBXO6","OK","treatmentcontrol",-0.829363417,0.086355656,-9.604042786,1.12e-21,-1.088012664,"count",3.22e-17
"1161","AC020765.2",338,"AC020765.2","OK","treatmentcontrol",-0.951395454,0.137879307,-6.900204771,5.75e-12,-1.087575981,"count",1.54e-07
"1163","SNAPIN",2428,"SNAPIN","OK","treatmentcontrol",-0.769725148,0.041865366,-18.38572582,2.05e-73,-1.087143545,"count",6.73e-69
"1164","POFUT2",916,"POFUT2","OK","treatmentcontrol",-0.81587853,0.080804646,-10.09692596,8.97e-24,-1.087032002,"count",2.62e-19
"1165","CCDC96",379,"CCDC96","OK","treatmentcontrol",-0.920158354,0.132338541,-6.953064066,3.97e-12,-1.086934313,"count",1.07e-07
"1167","RGL2",1183,"RGL2","OK","treatmentcontrol",-0.796519504,0.062704638,-12.70272065,1.75e-36,-1.086157214,"count",5.37e-32
"1171","MIS18A",2026,"MIS18A","OK","treatmentcontrol",-0.772732663,0.045633093,-16.93360269,8.16e-63,-1.084812783,"count",2.64e-58
"1172","SNHG3",1139,"SNHG3","OK","treatmentcontrol",-0.79607398,0.065537312,-12.1468817,1.52e-33,-1.084770399,"count",4.64e-29
"1173","RBM34",370,"RBM34","OK","treatmentcontrol",-0.938474629,0.144306108,-6.503360413,8.51e-11,-1.084669456,"count",2.24e-06
"1175","PSMB2",4353,"PSMB2","OK","treatmentcontrol",-0.756279718,0.022829505,-33.12729415,1.74e-220,-1.084072009,"count",6.15e-216
"1176","AL512625.1",398,"AL512625.1","OK","treatmentcontrol",-0.919165506,0.127630013,-7.201797463,6.7e-13,-1.083117347,"count",1.81e-08
"1177","TIGD3",327,"TIGD3","OK","treatmentcontrol",-0.953389891,0.134658099,-7.08007833,1.61e-12,-1.08290088,"count",4.34e-08
"1178","PCP4",2732,"PCP4","OK","treatmentcontrol",-0.754331459,0.061319034,-12.30175045,2.38e-34,-1.082594257,"count",7.26e-30
"1179","C22orf39",2537,"C22orf39","OK","treatmentcontrol",-0.765549777,0.039120073,-19.56923177,1.28e-82,-1.082292188,"count",4.22e-78
"1180","URB1-AS1",406,"URB1-AS1","OK","treatmentcontrol",-0.901784873,0.125806996,-7.168002585,8.56e-13,-1.082048942,"count",2.31e-08
"1182","TMED7",2710,"TMED7","OK","treatmentcontrol",-0.763719124,0.03770432,-20.25548047,3.46e-88,-1.08189655,"count",1.15e-83
"1183","PGM3",3049,"PGM3","OK","treatmentcontrol",-0.75953353,0.035311593,-21.50946668,8.72e-99,-1.081791387,"count",2.93e-94
"1184","TMEM14C",4929,"TMEM14C","OK","treatmentcontrol",-0.752918032,0.019764685,-38.09410711,1.76e-283,-1.081651081,"count",6.28e-279
"1185","PLEKHH3",1155,"PLEKHH3","OK","treatmentcontrol",-0.794096787,0.065211232,-12.17730087,1.06e-33,-1.081039295,"count",3.23e-29
"1187","ZNF576",1929,"ZNF576","OK","treatmentcontrol",-0.77227288,0.04820022,-16.02218592,1.46e-56,-1.080407662,"count",4.68e-52
"1188","HAPLN3",366,"HAPLN3","OK","treatmentcontrol",-0.912825994,0.128587332,-7.098879647,1.41e-12,-1.080122567,"count",3.8e-08
"1189","B4GALT3",1313,"B4GALT3","OK","treatmentcontrol",-0.785985648,0.057931652,-13.56746469,2.67e-41,-1.080109649,"count",8.28e-37
