gene_short_name,num_cells_expressed,gene_id,status,term,estimate,std_err,test_val,p_value,normalized_effect,model_component,q_value
CRNDE,807,CRNDE,OK,treatmentcontrol,-1.216648181,0.074486061,-16.33390414,5.35E-58,-1.654491335,count,1.38E-53
TMEM138,1035,TMEM138,OK,treatmentcontrol,-1.201367941,0.054747615,-21.94374919,1.55E-100,-1.654434403,count,4.10E-96
TYMS,512,TYMS,OK,treatmentcontrol,-1.273411992,0.089050834,-14.29983235,3.28E-45,-1.651894589,count,8.34E-41
PDC,3360,PDC,OK,treatmentcontrol,-1.14455816,0.018262484,-62.6726435,0,-1.649436463,count,0
MCUR1,1074,MCUR1,OK,treatmentcontrol,-1.182209979,0.054815215,-21.56718679,2.27E-97,-1.642835747,count,6.02E-93
PGK1,2726,PGK1,OK,treatmentcontrol,-1.13313749,0.031862027,-35.56388623,4.20E-239,-1.625607873,count,1.53E-234
IRF2BP1,282,IRF2BP1,OK,treatmentcontrol,-1.393371307,0.128637043,-10.83180453,6.05E-27,-1.624810476,count,1.47E-22
YPEL3,1977,YPEL3,OK,treatmentcontrol,-1.143701744,0.035338858,-32.36385675,5.93E-203,-1.623386191,count,1.60E-198
HIST1H1E,1480,HIST1H1E,OK,treatmentcontrol,-1.153390243,0.047778687,-24.14026647,7.83E-120,-1.619991312,count,2.08E-115
CYGB,201,CYGB,OK,treatmentcontrol,-1.499477813,0.14866103,-10.08655608,1.26E-23,-1.618879009,count,3.03E-19
LMNB1,556,LMNB1,OK,treatmentcontrol,-1.240392937,0.086519522,-14.33656708,1.99E-45,-1.617458379,count,5.05E-41
HIST2H2AC,908,HIST2H2AC,OK,treatmentcontrol,-1.178797325,0.060481004,-19.49037311,1.11E-80,-1.617015298,count,2.91E-76
SNHG17,362,SNHG17,OK,treatmentcontrol,-1.311855284,0.112484186,-11.6625753,6.69E-31,-1.61543701,count,1.65E-26
LINC02731,265,LINC02731,OK,treatmentcontrol,-1.383371224,0.12625477,-10.95698185,1.60E-27,-1.611848791,count,3.89E-23
BEND5,540,BEND5,OK,treatmentcontrol,-1.227402116,0.084030344,-14.60665353,4.82E-47,-1.607968962,count,1.23E-42
PLCD3,705,PLCD3,OK,treatmentcontrol,-1.191290693,0.070191881,-16.97191571,2.60E-62,-1.599300221,count,6.75E-58
RPS29,3464,RPS29,OK,treatmentcontrol,-1.111195546,0.017887523,-62.12126378,0,-1.598766281,count,0
FAM162A,2287,FAM162A,OK,treatmentcontrol,-1.115228732,0.037371416,-29.84175714,7.91E-176,-1.596626659,count,2.12E-171
IMP3,1149,IMP3,OK,treatmentcontrol,-1.152994492,0.052908906,-21.79206841,2.95E-99,-1.595943393,count,7.82E-95
CDKN2D,960,CDKN2D,OK,treatmentcontrol,-1.163063949,0.057827128,-20.11277401,1.53E-85,-1.592445227,count,4.03E-81
THAP11,637,THAP11,OK,treatmentcontrol,-1.197465362,0.074111287,-16.15766519,7.85E-57,-1.586446791,count,2.02E-52
LRRC24,847,LRRC24,OK,treatmentcontrol,-1.16252731,0.062983019,-18.45778948,6.78E-73,-1.584799137,count,1.77E-68
TSKU,230,TSKU,OK,treatmentcontrol,-1.396757697,0.138348529,-10.09593456,1.15E-23,-1.582301244,count,2.76E-19
SLC16A3,1048,SLC16A3,OK,treatmentcontrol,-1.139046571,0.058498512,-19.4713767,1.55E-80,-1.577532527,count,4.07E-76
BNIP3,2379,BNIP3,OK,treatmentcontrol,-1.097543898,0.040219126,-27.28910344,8.91E-150,-1.571606463,count,2.39E-145
SPCS3,961,SPCS3,OK,treatmentcontrol,-1.143146809,0.058318885,-19.6016574,1.53E-81,-1.567267183,count,4.02E-77
SEC14L2,666,SEC14L2,OK,treatmentcontrol,-1.163552574,0.0751192,-15.48941658,1.65E-52,-1.55509022,count,4.23E-48
EGLN3,937,EGLN3,OK,treatmentcontrol,-1.129222772,0.066880841,-16.88409947,1.04E-61,-1.554094169,count,2.70E-57
C8orf58,214,C8orf58,OK,treatmentcontrol,-1.401837165,0.151438448,-9.256811466,3.44E-20,-1.551965599,count,8.13E-16
DPYSL4,945,DPYSL4,OK,treatmentcontrol,-1.128338045,0.059151573,-19.07536847,1.64E-77,-1.550270073,count,4.31E-73
ITGA6,398,ITGA6,OK,treatmentcontrol,-1.215502049,0.100922695,-12.0438921,8.31E-33,-1.543783796,count,2.06E-28
EMC1,593,EMC1,OK,treatmentcontrol,-1.170514741,0.081495678,-14.36290574,1.39E-45,-1.54313639,count,3.53E-41
ZNF582-AS1,210,ZNF582-AS1,OK,treatmentcontrol,-1.401671712,0.138009163,-10.15636705,6.30E-24,-1.542701191,count,1.51E-19
HYI,362,HYI,OK,treatmentcontrol,-1.253480003,0.105877581,-11.83895577,8.93E-32,-1.542514265,count,2.21E-27
MRGBP,582,MRGBP,OK,treatmentcontrol,-1.176141401,0.07681864,-15.31062506,2.23E-51,-1.54204259,count,5.70E-47
AC012615.1,210,AC012615.1,OK,treatmentcontrol,-1.408186393,0.148142453,-9.505623592,3.43E-21,-1.541450591,count,8.14E-17
PRR4,351,PRR4,OK,treatmentcontrol,-1.252356452,0.09605518,-13.0378856,4.91E-38,-1.53952902,count,1.23E-33
