"","gene_short_name","num_cells_expressed","gene_id","status","term","estimate","std_err","test_val","p_value","normalized_effect","model_component","q_value"
"354","CAT",288,"CAT","OK","treatmentcontrol",-5.702412909,0.995214735,-5.729831674,1.1e-08,-4.029532803,"count",0.000210363
"356","TP53I11",219,"TP53I11","OK","treatmentcontrol",-1.745750443,0.169131987,-10.32182303,1.34e-24,-2.107208773,"count",3.08e-20
"357","SYT13",435,"SYT13","OK","treatmentcontrol",-1.267867151,0.13316928,-9.520717894,3.24e-21,-1.647933776,"count",7.29e-17
"360","UBE2L6",261,"UBE2L6","OK","treatmentcontrol",-2.131395608,0.147584525,-14.44186382,7.23e-46,-2.639306819,"count",2.44e-41
"361","TMEM216",480,"TMEM216","OK","treatmentcontrol",-1.079114388,0.09303392,-11.59914998,1.65e-30,-1.436557539,"count",3.89e-26
"362","EEF1G",3131,"EEF1G","OK","treatmentcontrol",-1.040584796,0.022471226,-46.3074328,0,-1.49861392,"count",0
"363","C11orf98",206,"C11orf98","OK","treatmentcontrol",-1.255602248,0.186197503,-6.743389291,1.82e-11,-1.434616864,"count",3.7e-07
"364","SNHG1",665,"SNHG1","OK","treatmentcontrol",-1.336873856,0.093541367,-14.29179295,5.54e-45,-1.812797857,"count",1.87e-40
"365","PLAAT3",731,"PLAAT3","OK","treatmentcontrol",-1.175204265,0.068576227,-17.13719642,4.3e-63,-1.647233796,"count",1.48e-58
"366","PPP1R14B",1567,"PPP1R14B","OK","treatmentcontrol",-1.359204395,0.049360732,-27.53614731,3.4e-150,-1.934526521,"count",1.22e-145
"367","SAC3D1",556,"SAC3D1","OK","treatmentcontrol",-1.16875525,0.091048483,-12.83662522,7.92e-37,-1.578103592,"count",2.63e-32
"368","NEAT1",361,"NEAT1","OK","treatmentcontrol",-2.018414343,0.165832215,-12.17142485,2.33e-33,-2.733193726,"count",5.54e-29
"370","FAM89B",672,"FAM89B","OK","treatmentcontrol",-1.146139763,0.073266003,-15.64354164,3.08e-53,-1.577805911,"count",1.05e-48
"372","C11orf68",524,"C11orf68","OK","treatmentcontrol",-1.109844817,0.097101808,-11.42970288,1.09e-29,-1.483757651,"count",2.56e-25
"374","RCE1",539,"RCE1","OK","treatmentcontrol",-1.092780993,0.097143349,-11.24915914,7.93e-29,-1.459404594,"count",1.86e-24
"376","CABP2",754,"CABP2","OK","treatmentcontrol",-3.155575301,0.248982679,-12.67387479,5.79e-36,-4.072314864,"count",1.91e-31
"377","GSTP1",3081,"GSTP1","OK","treatmentcontrol",-1.053381636,0.023423504,-44.97113886,0,-1.517174052,"count",0
"378","NUDT8",595,"NUDT8","OK","treatmentcontrol",-1.260660389,0.097147144,-12.97681374,1.4e-37,-1.701404914,"count",4.66e-33
"379","CCND1",286,"CCND1","OK","treatmentcontrol",-2.689839282,0.234656652,-11.46287249,7.54e-30,-3.482892585,"count",1.78e-25
"380","PHOX2A",362,"PHOX2A","OK","treatmentcontrol",-2.744738649,0.306091888,-8.96704145,5.03e-19,-3.288670182,"count",1.11e-14
"381","UCP2",294,"UCP2","OK","treatmentcontrol",-1.813200174,0.147817901,-12.26644518,7.61e-34,-2.240415615,"count",2.5e-29
"382","RPS3",3227,"RPS3","OK","treatmentcontrol",-1.372140742,0.020705659,-66.26887581,0,-1.978372699,"count",0
"383","PRSS23",325,"PRSS23","OK","treatmentcontrol",-1.458398475,0.111773744,-13.04777337,5.8e-38,-1.953908854,"count",1.93e-33
"384","YAP1",220,"YAP1","OK","treatmentcontrol",-1.051167137,0.120264394,-8.740468451,3.66e-18,-1.31330825,"count",8.03e-14
"387","SLC37A4",307,"SLC37A4","OK","treatmentcontrol",-1.037419248,0.121768381,-8.519611105,2.41e-17,-1.308352228,"count",5.26e-13
"388","MCAM",235,"MCAM","OK","treatmentcontrol",-1.050815952,0.153981952,-6.824279983,1.05e-11,-1.28883751,"count",2.14e-07
"389","OAF",233,"OAF","OK","treatmentcontrol",-4.076980675,0.338180387,-12.05563903,8.98e-33,-4.640445575,"count",2.14e-28
"391","THYN1",1611,"THYN1","OK","treatmentcontrol",-1.093609342,0.045093239,-24.25218009,1.48e-119,-1.551300628,"count",5.25e-115
"394","PIANP",205,"PIANP","OK","treatmentcontrol",-1.50586349,0.1786779,-8.427810548,5.22e-17,-1.748625513,"count",1.13e-12
"395","GPR162",490,"GPR162","OK","treatmentcontrol",-1.448809045,0.09356474,-15.48456228,3.11e-52,-1.93942901,"count",1.06e-47
"399","AC087239.1",319,"AC087239.1","OK","treatmentcontrol",-1.220714989,0.144746251,-8.4334826,4.98e-17,-1.536860755,"count",1.08e-12
"402","NR4A1",428,"NR4A1","OK","treatmentcontrol",-1.656772432,0.137151536,-12.07986787,6.78e-33,-2.202379071,"count",1.61e-28
"403","NACA",3222,"NACA","OK","treatmentcontrol",-1.11441895,0.019174142,-58.12092981,0,-1.606131583,"count",0
"404","LRP1",264,"LRP1","OK","treatmentcontrol",-1.875355487,0.153559637,-12.21255482,1.44e-33,-2.365396055,"count",3.42e-29
"405","NDUFA4L2",296,"NDUFA4L2","OK","treatmentcontrol",-1.187555859,0.197463746,-6.014045026,2.01e-09,-1.578005938,"count",3.92e-05
"407","WIF1",356,"WIF1","OK","treatmentcontrol",-4.260180522,0.315884795,-13.48650075,2.25e-40,-5.770582581,"count",7.52e-36
"409","CSRP2",1064,"CSRP2","OK","treatmentcontrol",-1.626056617,0.077474092,-20.98839216,8.06e-92,-2.312131712,"count",2.83e-87
"410","DUSP6",247,"DUSP6","OK","treatmentcontrol",-1.238215435,0.158279105,-7.822987368,6.92e-15,-1.52607591,"count",1.47e-10
"413","HSPB8",210,"HSPB8","OK","treatmentcontrol",-1.226849977,0.159724827,-7.681022442,2.08e-14,-1.464707778,"count",4.39e-10
"414","SRSF9",1174,"SRSF9","OK","treatmentcontrol",-1.502508065,0.060796694,-24.71364739,1.05e-123,-2.126153712,"count",3.73e-119
"416","FZD10-AS1",260,"FZD10-AS1","OK","treatmentcontrol",-1.058755159,0.131733395,-8.037105248,1.28e-15,-1.355642411,"count",2.73e-11
"417","AC079031.1",467,"AC079031.1","OK","treatmentcontrol",-1.096220519,0.116606234,-9.401045569,9.88e-21,-1.442002653,"count",2.21e-16
"419","LINC01053",635,"LINC01053","OK","treatmentcontrol",-1.30068808,0.103977936,-12.50927007,4.23e-35,-1.76973109,"count",1.4e-30
"420","DCLK1",218,"DCLK1","OK","treatmentcontrol",-1.543882597,0.159886848,-9.656095035,9.06e-22,-1.980735968,"count",2.04e-17
"421","TPT1",3218,"TPT1","OK","treatmentcontrol",-1.157380326,0.021646405,-53.46755506,0,-1.668249817,"count",0
"424","DCT",512,"DCT","OK","treatmentcontrol",-2.742867539,0.250065774,-10.96858438,1.64e-27,-3.723166727,"count",3.81e-23
"425","ZIC2",467,"ZIC2","OK","treatmentcontrol",-1.473566696,0.093870545,-15.69786019,1.39e-53,-1.998473582,"count",4.75e-49
"426","EFNB2",204,"EFNB2","OK","treatmentcontrol",-1.700288069,0.159242314,-10.67736348,3.51e-26,-2.074713371,"count",8.12e-22
"427","F10-AS1",388,"F10-AS1","OK","treatmentcontrol",-1.493112921,0.153107245,-9.752072264,3.63e-22,-1.902395343,"count",8.2e-18
"430","ARHGEF40",252,"ARHGEF40","OK","treatmentcontrol",-1.068259704,0.13563931,-7.875738265,4.58e-15,-1.323173042,"count",9.76e-11
"431","LRP10",280,"LRP10","OK","treatmentcontrol",-1.382812333,0.121490876,-11.38202621,1.85e-29,-1.758289076,"count",4.33e-25
"432","HAUS4",229,"HAUS4","OK","treatmentcontrol",-1.107882458,0.139045176,-7.967787781,2.22e-15,-1.357468317,"count",4.73e-11
"438","PYGL",231,"PYGL","OK","treatmentcontrol",-1.61940959,0.161685982,-10.01576986,2.82e-23,-2.021002463,"count",6.41e-19
"439","CDKN3",329,"CDKN3","OK","treatmentcontrol",-1.26280315,0.196600988,-6.423178043,1.53e-10,-1.653747962,"count",3.05e-06
"442","SMOC1",227,"SMOC1","OK","treatmentcontrol",-1.069213317,0.159279463,-6.71281342,2.24e-11,-1.293308289,"count",4.54e-07
"443","VSX2",273,"VSX2","OK","treatmentcontrol",-2.223224929,0.164335262,-13.52859332,1.31e-40,-2.902490409,"count",4.38e-36
"445","ANKRD9",232,"ANKRD9","OK","treatmentcontrol",-1.650181249,0.166604104,-9.904805519,8.33e-23,-1.937832198,"count",1.89e-18
"446","TMEM179",201,"TMEM179","OK","treatmentcontrol",-1.169999896,0.179568836,-6.515606603,8.36e-11,-1.346613396,"count",1.68e-06
"448","MTA1",670,"MTA1","OK","treatmentcontrol",-1.116955754,0.082250681,-13.57989675,6.76e-41,-1.523610263,"count",2.26e-36
"450","TMEM121",370,"TMEM121","OK","treatmentcontrol",-2.503977124,0.183959523,-13.61156563,4.49e-41,-3.035606695,"count",1.5e-36
"451","KLF13",374,"KLF13","OK","treatmentcontrol",-1.574536864,0.113084649,-13.92352431,7.59e-43,-2.041738724,"count",2.55e-38
"452","SERF2",2549,"SERF2","OK","treatmentcontrol",-1.023790901,0.033771841,-30.31492695,5.65e-178,-1.4711738,"count",2.03e-173
"456","NR2E3",630,"NR2E3","OK","treatmentcontrol",-1.143251596,0.076936702,-14.85963875,2.26e-48,-1.61276536,"count",7.66e-44
"457","LOXL1",305,"LOXL1","OK","treatmentcontrol",-2.65139422,0.225348873,-11.765731,2.51e-31,-3.100181667,"count",5.95e-27
"460","AC068338.3",298,"AC068338.3","OK","treatmentcontrol",-1.001252746,0.137673445,-7.272664283,4.4e-13,-1.24728586,"count",9.14e-09
"461","IMP3",1818,"IMP3","OK","treatmentcontrol",-1.018525545,0.040772184,-24.98089274,3.93e-126,-1.448743736,"count",1.4e-121
"462","CIB2",680,"CIB2","OK","treatmentcontrol",-1.144591293,0.087860307,-13.02739926,7.48e-38,-1.56184037,"count",2.48e-33
"463","CRABP1",494,"CRABP1","OK","treatmentcontrol",-3.436899999,0.230210501,-14.92937979,8.51e-49,-4.899695957,"count",2.89e-44
"464","NMB",317,"NMB","OK","treatmentcontrol",-1.946539195,0.165049158,-11.79369358,1.83e-31,-2.386453383,"count",4.33e-27
"474","TNFRSF12A",375,"TNFRSF12A","OK","treatmentcontrol",-1.504502417,0.15373348,-9.786433074,2.61e-22,-1.973302395,"count",5.91e-18
"477","SNN",488,"SNN","OK","treatmentcontrol",-1.228602354,0.094585148,-12.98937914,1.2e-37,-1.644977096,"count",3.98e-33
"478","RPS15A",3221,"RPS15A","OK","treatmentcontrol",-1.02867021,0.020578365,-49.98794571,0,-1.482742955,"count",0
"480","NSMCE1",788,"NSMCE1","OK","treatmentcontrol",-1.019371831,0.072428934,-14.0740969,1.03e-43,-1.409691299,"count",3.46e-39
"481","SULT1A1",269,"SULT1A1","OK","treatmentcontrol",-1.737020078,0.184453895,-9.417096213,8.52e-21,-2.087622385,"count",1.91e-16
"484","ALDOA",711,"ALDOA","OK","treatmentcontrol",-1.030098418,0.087227891,-11.80927805,1.53e-31,-1.406573395,"count",3.63e-27
"486","BCKDK",451,"BCKDK","OK","treatmentcontrol",-1.146851497,0.102044802,-11.23870568,8.88e-29,-1.517873382,"count",2.08e-24
"487","TOX3",322,"TOX3","OK","treatmentcontrol",-2.632327158,0.160442399,-16.40668035,3.53e-58,-3.40816256,"count",1.21e-53
"490","MT1F",653,"MT1F","OK","treatmentcontrol",-1.242746861,0.141336197,-8.79284208,2.32e-18,-1.711462921,"count",5.11e-14
"492","RRAD",1852,"RRAD","OK","treatmentcontrol",-1.145774333,0.080639777,-14.20855032,1.7e-44,-1.647854581,"count",5.73e-40
"493","TPPP3",210,"TPPP3","OK","treatmentcontrol",-2.383178749,0.276330074,-8.624391527,9.91e-18,-2.792389418,"count",2.17e-13
"494","ACD",776,"ACD","OK","treatmentcontrol",-1.269884013,0.083101496,-15.2811209,5.82e-51,-1.742799146,"count",1.98e-46
"495","C16orf86",390,"C16orf86","OK","treatmentcontrol",-1.10272735,0.124979863,-8.823240197,1.78e-18,-1.423202531,"count",3.92e-14
"496","CENPT",422,"CENPT","OK","treatmentcontrol",-1.033809136,0.107272828,-9.63719474,1.08e-21,-1.35231657,"count",2.44e-17
"499","RPL13",3230,"RPL13","OK","treatmentcontrol",-1.082082533,0.021481589,-50.37255453,0,-1.560420965,"count",0
"502","AC004148.1",475,"AC004148.1","OK","treatmentcontrol",-1.138620998,0.102029797,-11.15969096,2.1e-28,-1.50756663,"count",4.9e-24
"503","CLDN7",204,"CLDN7","OK","treatmentcontrol",-1.37990197,0.18165311,-7.596357521,3.96e-14,-1.577177374,"count",8.33e-10
"504","AC016876.1",255,"AC016876.1","OK","treatmentcontrol",-1.111564197,0.139492091,-7.968653923,2.2e-15,-1.358995582,"count",4.7e-11
"505","RPL26",3228,"RPL26","OK","treatmentcontrol",-1.003903759,0.018096145,-55.47611283,0,-1.447239377,"count",0
"507","RASD1",202,"RASD1","OK","treatmentcontrol",-2.994087821,0.297022195,-10.08035047,1.49e-23,-3.408180885,"count",3.4e-19
"509","MAPK7",224,"MAPK7","OK","treatmentcontrol",-1.205811583,0.153012859,-7.880459128,4.41e-15,-1.446862468,"count",9.4e-11
"512","TRAF4",463,"TRAF4","OK","treatmentcontrol",-1.272008283,0.10520128,-12.0911864,5.94e-33,-1.682507509,"count",1.41e-28
"515","RPL19",3230,"RPL19","OK","treatmentcontrol",-1.202798028,0.021979805,-54.72287079,0,-1.733937782,"count",0
"517","JUP",347,"JUP","OK","treatmentcontrol",-1.061287252,0.115607638,-9.180079034,7.47e-20,-1.368680648,"count",1.66e-15
"518","AC067852.2",222,"AC067852.2","OK","treatmentcontrol",-1.004631477,0.145345829,-6.912007625,5.73e-12,-1.206132383,"count",1.17e-07
"520","PLEKHH3",290,"PLEKHH3","OK","treatmentcontrol",-1.066564309,0.119412829,-8.93173975,6.87e-19,-1.342928159,"count",1.52e-14
"521","RAMP2",260,"RAMP2","OK","treatmentcontrol",-3.945293738,0.329113809,-11.98762749,1.98e-32,-4.389547427,"count",4.69e-28
"522","RND2",440,"RND2","OK","treatmentcontrol",-1.874044263,0.136808018,-13.69835113,1.45e-41,-2.412123658,"count",4.87e-37
"524","FAM171A2",552,"FAM171A2","OK","treatmentcontrol",-1.147871736,0.082761051,-13.86970955,1.54e-42,-1.557715874,"count",5.18e-38
"527","SPATA20",202,"SPATA20","OK","treatmentcontrol",-1.330715884,0.165051507,-8.062427935,1.04e-15,-1.559302233,"count",2.23e-11
"530","AC005332.4",216,"AC005332.4","OK","treatmentcontrol",-1.251020338,0.163683845,-7.642906581,2.78e-14,-1.468841177,"count",5.86e-10
"533","TTYH2",222,"TTYH2","OK","treatmentcontrol",-1.183597326,0.145556971,-8.131505626,5.97e-16,-1.439021609,"count",1.28e-11
"537","CYGB",278,"CYGB","OK","treatmentcontrol",-2.155403085,0.221010671,-9.752484258,3.62e-22,-2.501178351,"count",8.17e-18
"538","AC021683.3",207,"AC021683.3","OK","treatmentcontrol",-1.253392015,0.177074972,-7.07831264,1.78e-12,-1.465827436,"count",3.67e-08
"540","TIMP2",662,"TIMP2","OK","treatmentcontrol",-1.63457469,0.095787116,-17.06466133,1.35e-62,-2.221457257,"count",4.64e-58
"541","LGALS3BP",306,"LGALS3BP","OK","treatmentcontrol",-1.509323416,0.11337279,-13.31292469,2.06e-39,-1.956836077,"count",6.88e-35
"542","RBFOX3",232,"RBFOX3","OK","treatmentcontrol",-1.929862511,0.204043564,-9.458090602,5.82e-21,-2.229450393,"count",1.31e-16
"543","AC027601.6",223,"AC027601.6","OK","treatmentcontrol",-1.174410421,0.157476406,-7.457691273,1.12e-13,-1.401377801,"count",2.35e-09
"545","ARHGDIA",465,"ARHGDIA","OK","treatmentcontrol",-1.090445274,0.089204962,-12.22404282,1.25e-33,-1.462752648,"count",2.99e-29
"548","RFNG",715,"RFNG","OK","treatmentcontrol",-1.19097302,0.082177677,-14.49265857,3.61e-46,-1.625890287,"count",1.22e-41
"549","COLEC12",422,"COLEC12","OK","treatmentcontrol",-1.168771192,0.091420766,-12.78452641,1.5e-36,-1.596577418,"count",4.97e-32
"550","CLUL1",393,"CLUL1","OK","treatmentcontrol",-1.571921506,0.119631382,-13.1397087,1.84e-38,-2.122176539,"count",6.11e-34
"551","TYMSOS",208,"TYMSOS","OK","treatmentcontrol",-1.938444413,0.195535915,-9.91349552,7.65e-23,-2.279095278,"count",1.74e-18
"552","TYMS",393,"TYMS","OK","treatmentcontrol",-1.902222189,0.178782257,-10.6398824,5.19e-26,-2.560627371,"count",1.2e-21
"553","LINC00526",326,"LINC00526","OK","treatmentcontrol",-1.144044966,0.130748928,-8.74993762,3.37e-18,-1.439352828,"count",7.4e-14
"554","SMAD7",297,"SMAD7","OK","treatmentcontrol",-1.078796877,0.129752526,-8.314264965,1.34e-16,-1.354710502,"count",2.9e-12
"555","AC036176.1",413,"AC036176.1","OK","treatmentcontrol",-1.004586609,0.106147582,-9.464055518,5.51e-21,-1.313645532,"count",1.24e-16
"556","DIPK1C",212,"DIPK1C","OK","treatmentcontrol",-4.024852069,0.366467833,-10.98282498,1.4e-27,-4.248410273,"count",3.27e-23
"557","SHC2",357,"SHC2","OK","treatmentcontrol",-2.019306294,0.159161035,-12.68718998,4.92e-36,-2.501050638,"count",1.63e-31
"558","MIDN",532,"MIDN","OK","treatmentcontrol",-1.453917667,0.092776708,-15.6711495,2.06e-53,-1.96253436,"count",7.02e-49
"559","EFNA2",227,"EFNA2","OK","treatmentcontrol",-1.25635668,0.13504222,-9.303436228,2.43e-20,-1.517580347,"count",5.42e-16
"562","REEP6",778,"REEP6","OK","treatmentcontrol",-1.294822961,0.074274955,-17.43283403,3.93e-65,-1.800060139,"count",1.36e-60
"563","LINGO3",322,"LINGO3","OK","treatmentcontrol",-2.236592778,0.196761802,-11.36700698,2.18e-29,-2.641298094,"count",5.11e-25
"565","MIR7-3HG",490,"MIR7-3HG","OK","treatmentcontrol",-1.031188048,0.11409534,-9.037950636,2.68e-19,-1.37137637,"count",5.93e-15
"566","PLIN3",252,"PLIN3","OK","treatmentcontrol",-1.38151541,0.148895776,-9.278405644,3.05e-20,-1.696622283,"count",6.81e-16
"568","ZNF358",629,"ZNF358","OK","treatmentcontrol",-1.026969694,0.078000852,-13.1661343,1.32e-38,-1.406059053,"count",4.39e-34
"569","TGFBR3L",467,"TGFBR3L","OK","treatmentcontrol",-2.262349843,0.171530195,-13.18922216,9.86e-39,-2.864663249,"count",3.28e-34
"570","SNAPC2",319,"SNAPC2","OK","treatmentcontrol",-1.121254195,0.130126854,-8.616624143,1.06e-17,-1.418201239,"count",2.32e-13
"571","CTXN1",532,"CTXN1","OK","treatmentcontrol",-1.067668915,0.084747774,-12.59819416,1.45e-35,-1.446457772,"count",4.79e-31
"573","RDH8",217,"RDH8","OK","treatmentcontrol",-1.038132642,0.186449148,-5.56791303,2.79e-08,-1.256389683,"count",0.000529619
"575","EIF3G",2118,"EIF3G","OK","treatmentcontrol",-1.081683352,0.034934704,-30.96300345,1.14e-184,-1.545688101,"count",4.09e-180
"576","TMED1",908,"TMED1","OK","treatmentcontrol",-1.253370952,0.071869706,-17.43948918,3.54e-65,-1.732903741,"count",1.22e-60
"577","ACP5",297,"ACP5","OK","treatmentcontrol",-2.280106563,0.216487662,-10.53227024,1.58e-25,-2.61619037,"count",3.63e-21
"578","ZNF439",432,"ZNF439","OK","treatmentcontrol",-5.322722417,0.749690112,-7.099896787,1.53e-12,-4.38679099,"count",3.15e-08
"580","DNASE2",258,"DNASE2","OK","treatmentcontrol",-1.352642532,0.146445614,-9.236483721,4.48e-20,-1.649196926,"count",9.98e-16
"581","NFIX",212,"NFIX","OK","treatmentcontrol",-1.961885364,0.152539974,-12.86145078,5.83e-37,-2.399330973,"count",1.94e-32
"584","MISP3",357,"MISP3","OK","treatmentcontrol",-1.390326958,0.135742722,-10.24236836,2.98e-24,-1.750262632,"count",6.82e-20
"585","TECR",2302,"TECR","OK","treatmentcontrol",-1.068620839,0.033332495,-32.05943111,3.58e-196,-1.530362791,"count",1.29e-191
"591","HOMER3",378,"HOMER3","OK","treatmentcontrol",-1.994488089,0.143482702,-13.90054732,1.03e-42,-2.593957597,"count",3.45e-38
"593","FXYD3",285,"FXYD3","OK","treatmentcontrol",-3.647397941,0.28320706,-12.87890896,4.71e-37,-4.241053704,"count",1.56e-32
"594","LGI4",220,"LGI4","OK","treatmentcontrol",-2.947030506,0.258138405,-11.41647446,1.26e-29,-3.27039449,"count",2.96e-25
"595","FXYD1",383,"FXYD1","OK","treatmentcontrol",-4.119820401,0.305181762,-13.49956294,1.9e-40,-4.98628091,"count",6.36e-36
"599","DLL3",691,"DLL3","OK","treatmentcontrol",-1.135450337,0.084762207,-13.39571472,7.19e-40,-1.549484903,"count",2.4e-35
"600","SERTAD1",320,"SERTAD1","OK","treatmentcontrol",-2.065401882,0.13718252,-15.05586777,1.43e-49,-2.642869583,"count",4.87e-45
"601","SERTAD3",557,"SERTAD3","OK","treatmentcontrol",-1.309294994,0.090738441,-14.42933098,8.57e-46,-1.766253685,"count",2.89e-41
"604","APOE",408,"APOE","OK","treatmentcontrol",-3.806899515,0.410897899,-9.264830815,3.46e-20,-5.109157478,"count",7.71e-16
"609","PLA2G4C",369,"PLA2G4C","OK","treatmentcontrol",-1.198260156,0.122818778,-9.756327007,3.49e-22,-1.5578013,"count",7.88e-18
"610","EMP3",311,"EMP3","OK","treatmentcontrol",-2.533737149,0.18195558,-13.92503128,7.44e-43,-3.213544932,"count",2.5e-38
"615","ZNF880",283,"ZNF880","OK","treatmentcontrol",-1.011214214,0.14667488,-6.894256287,6.48e-12,-1.253208892,"count",1.32e-07
"616","MYADM",206,"MYADM","OK","treatmentcontrol",-1.327151848,0.144614308,-9.177182172,7.67e-20,-1.59588979,"count",1.71e-15
"620","ZNF581",331,"ZNF581","OK","treatmentcontrol",-1.012727495,0.107734506,-9.400214816,9.96e-21,-1.312806631,"count",2.23e-16
"622","ZNF582",290,"ZNF582","OK","treatmentcontrol",-1.026787886,0.137006922,-7.494423436,8.54e-14,-1.278650247,"count",1.79e-09
"623","ZNF582-AS1",503,"ZNF582-AS1","OK","treatmentcontrol",-1.132161591,0.107851278,-10.49743323,2.25e-25,-1.494536547,"count",5.18e-21
"625","ZSCAN1",351,"ZSCAN1","OK","treatmentcontrol",-1.052672273,0.115583024,-9.107498968,1.44e-19,-1.352386303,"count",3.19e-15
"627","FAM110A",311,"FAM110A","OK","treatmentcontrol",-1.104779358,0.11996038,-9.209535351,5.72e-20,-1.396149373,"count",1.27e-15
"628","TMEM74B",325,"TMEM74B","OK","treatmentcontrol",-1.250371198,0.15289354,-8.178051204,4.09e-16,-1.568210832,"count",8.82e-12
"629","FKBP1A",850,"FKBP1A","OK","treatmentcontrol",-1.051894119,0.062597081,-16.80420405,7.87e-61,-1.463598442,"count",2.71e-56
"630","C20orf27",617,"C20orf27","OK","treatmentcontrol",-1.089677985,0.083376529,-13.06936128,4.43e-38,-1.478112745,"count",1.47e-33
"631","INSM1",239,"INSM1","OK","treatmentcontrol",-2.051685956,0.187723735,-10.92928372,2.48e-27,-2.475757173,"count",5.78e-23
"633","NECAB3",622,"NECAB3","OK","treatmentcontrol",-1.091518679,0.087146334,-12.52512449,3.49e-35,-1.478635513,"count",1.15e-30
"635","CPNE1",659,"CPNE1","OK","treatmentcontrol",-1.027876787,0.073943767,-13.90079005,1.02e-42,-1.410830082,"count",3.44e-38
"636","WFDC2",253,"WFDC2","OK","treatmentcontrol",-1.502887405,0.230750675,-6.513035799,8.5e-11,-1.888371165,"count",1.7e-06
"637","PLTP",405,"PLTP","OK","treatmentcontrol",-1.149256025,0.105775312,-10.86506859,4.91e-27,-1.515835049,"count",1.14e-22
"638","PMEPA1",818,"PMEPA1","OK","treatmentcontrol",-1.573536363,0.07609292,-20.67914284,2.4e-89,-2.200877018,"count",8.42e-85
"639","NKILA",202,"NKILA","OK","treatmentcontrol",-1.628508387,0.184239678,-8.839075317,1.55e-18,-1.858379237,"count",3.42e-14
"640","GNAS",2403,"GNAS","OK","treatmentcontrol",-1.712784192,0.044363216,-38.60820619,1.05e-268,-2.461161148,"count",3.8e-264
"642","MRGBP",726,"MRGBP","OK","treatmentcontrol",-1.16778821,0.083196975,-14.03642624,1.7e-43,-1.594317789,"count",5.72e-39
"647","MIR99AHG",242,"MIR99AHG","OK","treatmentcontrol",-1.090839907,0.12548762,-8.692808966,5.51e-18,-1.426531027,"count",1.21e-13
"649","GATD3A",370,"GATD3A","OK","treatmentcontrol",-2.898983807,0.228402675,-12.69242495,4.62e-36,-3.277644062,"count",1.53e-31
"650","COL18A1",209,"COL18A1","OK","treatmentcontrol",-3.493746515,0.327149766,-10.67934897,3.44e-26,-3.88317601,"count",7.96e-22
"653","DGCR6",273,"DGCR6","OK","treatmentcontrol",-1.707587372,0.176589775,-9.669797543,7.96e-22,-2.022915749,"count",1.79e-17
"654","TXNRD2",268,"TXNRD2","OK","treatmentcontrol",-4.433417955,0.663380204,-6.683072431,2.74e-11,-3.658180996,"count",5.54e-07
"656","RTN4R",208,"RTN4R","OK","treatmentcontrol",-1.279508726,0.153207488,-8.351476448,9.86e-17,-1.517348193,"count",2.14e-12
"657","THAP7",1119,"THAP7","OK","treatmentcontrol",-1.051374143,0.05787439,-18.16648326,2.58e-70,-1.474563022,"count",8.94e-66
"658","SMARCB1",1920,"SMARCB1","OK","treatmentcontrol",-1.007585827,0.038649712,-26.06968532,3.36e-136,-1.436292089,"count",1.2e-131
"662","PDXP",677,"PDXP","OK","treatmentcontrol",-1.151198694,0.082345005,-13.98018858,3.59e-43,-1.570196148,"count",1.21e-38
"664","GCAT",217,"GCAT","OK","treatmentcontrol",-1.114004034,0.13950269,-7.985538003,1.92e-15,-1.347976962,"count",4.11e-11
"665","MAFF",241,"MAFF","OK","treatmentcontrol",-2.274875515,0.168176927,-13.5266802,1.34e-40,-2.853194415,"count",4.49e-36
"668","PANX2",306,"PANX2","OK","treatmentcontrol",-1.224205394,0.136160267,-8.990915066,4.07e-19,-1.524176208,"count",9.01e-15
"669","TRABD",558,"TRABD","OK","treatmentcontrol",-1.199208784,0.091145793,-13.15703935,1.48e-38,-1.608334018,"count",4.92e-34
"670","HDAC10",230,"HDAC10","OK","treatmentcontrol",-1.284127672,0.156475463,-8.206575308,3.24e-16,-1.523356416,"count",7e-12
"671","MAPK12",478,"MAPK12","OK","treatmentcontrol",-1.08423097,0.106060193,-10.22278897,3.63e-24,-1.43379591,"count",8.29e-20
"672","PLXNB2",233,"PLXNB2","OK","treatmentcontrol",-1.863771784,0.168735348,-11.04553261,7.18e-28,-2.212120675,"count",1.67e-23
"674","SLC38A5",769,"SLC38A5","OK","treatmentcontrol",-2.284264574,0.12800153,-17.84560362,5.01e-68,-3.069560555,"count",1.73e-63
"675","HSD17B10",559,"HSD17B10","OK","treatmentcontrol",-1.033478584,0.07984631,-12.94334804,2.12e-37,-1.402687833,"count",7.05e-33
"676","MAGEH1",1104,"MAGEH1","OK","treatmentcontrol",-1.259116474,0.063016416,-19.98076947,7.29e-84,-1.761641959,"count",2.55e-79
"677","USP51",326,"USP51","OK","treatmentcontrol",-1.273808026,0.139404526,-9.13749402,1.1e-19,-1.625954072,"count",2.44e-15
"678","PJA1",381,"PJA1","OK","treatmentcontrol",-1.196041416,0.10665831,-11.21376678,1.17e-28,-1.560830358,"count",2.73e-24
"680","SH3BGRL",415,"SH3BGRL","OK","treatmentcontrol",-1.743963133,0.101913688,-17.11215808,6.39e-63,-2.357438763,"count",2.2e-58
"682","RPL36A",2877,"RPL36A","OK","treatmentcontrol",-1.17916366,0.030054769,-39.23382829,6.38e-276,-1.695059738,"count",2.32e-271
