"","gene_id","treatmentcontrol","normalized_effect","num_cells_expressed","q_value"
"1662","AP001790.1",2.88814163,1.68271146,359,1.05e-112
"1664","LINC00958",1.746123403,1.682561049,294,8.3e-37
"1666","FRG1-DT",1.457866776,1.679892602,524,8.72e-74
"1667","MAP3K20",1.252262518,1.67706361,1037,2.23e-122
"1668","AC018616.1",9.657174368,1.676646151,318,1.06e-124
"1670","NECTIN3-AS1",1.740301958,1.675678514,251,2.19e-39
"1675","ONECUT1",1.324607684,1.670443881,497,4.98e-43
"1677","NIPAL1",1.31766409,1.668231929,715,3.65e-77
"1679","LINC01587",1.348184273,1.667031434,552,7.02e-50
"1680","B4GALT1",1.18133887,1.665012423,3039,0
"1684","SLC5A4-AS1",1.460447546,1.661210958,491,8.64e-71
"1686","UCK2",1.222006136,1.659189692,1623,6.21e-189
"1687","RBL1",1.326718046,1.655834913,859,1.31e-124
"1689","PIWIL4",1.916014832,1.653452364,247,3.17e-54
"1692","GNG2",1.575203074,1.649025099,294,6.04e-41
"1696","TCF20",1.175740701,1.646200072,2709,0
"1699","MICAL2",1.344545751,1.642586119,527,5.86e-75
"1704","ARNT2",1.311881046,1.638140635,938,7.23e-111
"1705","CHODL",1.960358468,1.636145409,323,1.7e-26
"1706","EFR3B",1.208216746,1.63331349,1863,3.96e-230
"1708","LINC02058",1.277667927,1.626735098,1204,4.24e-178
"1709","EIF1B-AS1",1.243331968,1.625969969,1094,6.06e-134
"1713","EEF2K",1.137215148,1.621145146,4154,0
"1715","SHROOM2",1.163930876,1.61915073,2616,0
"1716","TRNP1",1.566260458,1.617693348,856,3.42e-62
"1722","F8",1.519991832,1.613011842,459,6.88e-65
"1723","IGSF11",1.138823684,1.612807075,4170,0
"1727","AL606516.1",8.190346663,1.611310786,203,2.36e-78
"1731","ZNF81",1.220145462,1.60726545,1123,3.74e-131
"1734","CCNYL1",1.219774871,1.605379342,1255,6.93e-147
"1737","AC073389.2",1.46135543,1.600048138,373,1.83e-51
"1739","NHSL2",1.778435642,1.595220308,225,3.87e-33
"1744","DZIP1",1.23106687,1.588473748,1007,1.96e-106
"1746","SRGAP2C",1.175713195,1.588307935,1362,4.88e-119
"1747","EXTL3",1.208530007,1.58764553,1249,1.24e-169
"1748","DROSHA",1.164663907,1.587552698,1866,6.75e-228
"1753","KIF13B",1.208130575,1.580003993,1584,4.31e-199
"1754","PRRG1",1.444316471,1.576425273,359,2.52e-44
"1756","AC104211.1",1.700291715,1.574093744,227,2.04e-28
"1764","CASC2",1.244154434,1.571641335,958,9.82e-109
"1771","AP005059.1",9.560230629,1.567119155,258,8.66e-102
"1773","FRMD4B",1.095601596,1.566969247,5362,0
"1777","ADORA1",1.295262256,1.563510579,508,6.86e-58
"1778","AGPAT4",1.167900859,1.563483637,1139,6.55e-106
"1779","RASGEF1C",1.221741543,1.562058957,765,3.37e-80
"1782","NETO2",1.149895377,1.561311201,1299,6.99e-123
"1783","PTPN3",1.453113405,1.561253932,373,2.94e-49
"1784","SRGAP1",1.229152665,1.560970235,1098,3.5e-77
"1786","STRADB",1.086271062,1.556831416,5728,0
"1788","AMPD3",1.198091185,1.554080784,997,1.28e-123
"1789","AC005225.2",1.485467614,1.554041416,273,3.87e-42
"1792","CPEB2",1.146193697,1.552991032,1714,1.09e-196
"1794","ZNF75D",1.20928144,1.547951799,954,1.35e-108
"1797","COL27A1",1.145308856,1.547284925,1177,8.25e-133
"1801","FLNB",1.208198466,1.545248705,974,1.1e-103
"1802","USP43",1.227600531,1.544614468,730,1.98e-89
"1803","AC093496.1",1.924315945,1.543108358,396,1e-56
"1804","SAMD12-AS1",1.959032436,1.541481636,216,4.36e-39
"1807","LINC01811",3.97417288,1.536494149,299,1.81e-92
"1810","SLC41A2",1.204850017,1.533574632,566,9.56e-38
"1813","AL031291.1",1.384925433,1.531766179,350,1.87e-59
"1814","CCKBR",1.205390963,1.531384157,819,1.23e-67
"1815","SKAP2",1.222806102,1.529014586,849,7.29e-100
"1816","TSBP1-AS1",1.272223497,1.528606477,404,6.15e-41
"1819","TPD52L1",1.239788395,1.526101294,538,6.18e-32
"1820","AC087500.1",1.187891311,1.525933183,1026,3.99e-151
"1821","GREM2",1.081367001,1.525209699,2580,7.46e-275
"1824","DYRK1A",1.076567112,1.523329649,3669,0
"1825","IRX6",1.108954427,1.519332591,1387,2.11e-95
"1826","AC006974.1",1.554951054,1.51920902,460,1.22e-76
"1831","VWCE",2.079724992,1.514250541,349,2.01e-57
"1837","OLAH",1.113316458,1.506446351,1095,4.66e-122
"1839","RICTOR",1.049125089,1.504787244,5843,0
"1840","CADPS2",1.530719825,1.503161365,295,2.28e-20
"1842","SBSPON",3.161235342,1.498954903,568,2.34e-105
"1843","NCKAP5-AS2",1.724035986,1.498940562,264,1.68e-49
"1844","LYPLAL1-DT",1.202359354,1.498896347,721,3.86e-79
"1846","RALGPS1",1.067809138,1.496431422,2944,0
"1848","EPHA7",1.384309253,1.493870588,303,8.36e-36
"1850","ERN1",1.145890637,1.492880738,1553,1e-114
"1851","USP2-AS1",1.561990766,1.492618773,267,6.1e-42
"1853","IL1RAP",1.128556044,1.490568081,1114,1.15e-100
"1856","STOM",1.30843149,1.488418247,680,6.26e-64
"1857","SPHKAP",1.452034961,1.488382112,506,2.81e-66
"1858","AL645568.1",1.054984606,1.488107602,3229,0
"1859","FAM153A",1.205928464,1.48741904,634,2.98e-76
"1864","FTCDNL1",1.253495141,1.481801321,712,2.95e-91
"1870","ZBBX",1.389487015,1.473828903,448,1.62e-62
"1872","ACVR1",1.102670058,1.472343919,1384,6.41e-123
"1877","PARM1",1.277926265,1.4686736,485,1.16e-55
"1880","MAP3K7CL",3.041632315,1.466381093,606,2.3e-139
"1885","SLC17A5",1.026940899,1.464016736,4741,0
"1887","GRIN2D",1.167881629,1.463422769,711,3.86e-87
"1890","POU2AF1",1.095949063,1.461626114,1651,7.19e-131
"1891","CYP26B1",1.093748535,1.460701624,799,1.72e-62
"1893","METTL25",1.079134999,1.457392032,1687,6.34e-171
"1896","DOP1B",1.067875266,1.456890486,1606,1.69e-182
"1906","SUSD1",1.056400122,1.447676662,1746,1.92e-211
"1907","EHHADH",1.409059347,1.446782372,280,2.59e-38
"1909","RNF144A",1.040416949,1.444566245,2325,2.08e-276
"1910","APBA2",1.071873967,1.443047464,1252,4.28e-117
"1913","CAPN9",3.685530994,1.440387923,270,2.09e-88
"1914","TGFBR3",1.989751622,1.440265239,419,5.26e-45
"1916","RNF217-AS1",1.166446364,1.43938342,509,3.37e-43
"1918","VRK2",1.577420061,1.439066086,250,4.07e-34
"1919","AL022068.1",1.974140459,1.438563834,587,2.79e-89
"1923","LYPD6",1.751483627,1.435293543,308,6.1e-49
"1925","MROH8",1.264204716,1.433958464,529,6.47e-63
"1927","TAF2",1.046344074,1.433143288,1861,2.65e-203
"1928","KIFC3",1.009309038,1.433106874,4358,0
"1929","NKAIN1",1.334246671,1.429733517,418,6.72e-50
"1930","CRISPLD1",1.383938157,1.42917116,370,4.94e-29
"1931","LOXL1-AS1",1.012280088,1.42648485,1962,1.22e-154
"1932","SLC9B1",1.291788372,1.425169509,480,4.2e-66
"1935","HSPA12A",1.054158027,1.421370134,1675,1.6e-167
"1949","RFTN2",1.564312848,1.398174221,255,2.39e-23
"1950","ST8SIA2",1.158024725,1.398057667,557,5.68e-61
"1951","LINC01277",1.364963171,1.397824599,311,3.37e-36
"1954","USP40",1.039664554,1.391972462,1536,3.51e-156
"1955","WIPF1",1.013952105,1.391957983,2111,1.55e-204
"1956","SGPP1",1.039319035,1.390130187,1370,9.19e-133
"1959","ARMCX4",1.021724764,1.387790249,1576,5.11e-138
"1960","AC007405.1",1.703996013,1.387652579,322,1.39e-58
"1962","AMY2B",1.067452638,1.386488156,1027,7.83e-121
"1963","PPP1R1C",1.173407166,1.386296571,581,5.73e-56
"1964","FFAR4",1.254172863,1.384588388,366,1.37e-30
"1968","PRMT3",1.063357272,1.380059302,973,2.32e-112
"1969","CROCC",1.05053403,1.379414407,1233,3.34e-116
"1977","AL357522.1",1.923701343,1.365115447,290,1.54e-48
"1978","LINC00271",1.047014372,1.364051936,1065,2.01e-106
"1979","ANKRD53",1.019453137,1.358191144,1031,1.6e-86
"1981","AC022816.1",1.650191245,1.356573136,278,1.18e-44
"1982","AC007364.1",1.636341743,1.353108332,218,1.76e-37
"1984","AL050403.2",1.170863168,1.346638183,1238,2.86e-117
"1985","AC009879.4",2.138472134,1.345518045,231,4.64e-46
"1986","CDC14A",1.010926222,1.344554412,1391,2.87e-138
"1987","LINC00672",1.098465508,1.344548763,529,1.18e-46
"1988","RBMS2",1.133237933,1.341506087,586,8.06e-58
"1990","SMC5-AS1",1.048069958,1.333308783,952,7.25e-91
"1991","LOXL2",1.697730507,1.321937358,210,5.67e-27
"1992","SLC25A43",1.029373284,1.312622631,660,3.55e-57
"1993","HIST1H3J",1.665162804,1.311851628,297,6.76e-63
"1994","BICC1",1.340344963,1.306253519,264,8.74e-31
"1997","ERI2",1.007248307,1.293999004,960,2.56e-98
"1998","LNCSRLR",3.529135585,1.292885592,255,6.88e-76
"1999","LIFR",1.002356741,1.292395467,1217,5.53e-119
"2000","PLP1",1.090938354,1.289500291,472,5.48e-18
"2001","AL392086.3",1.096827344,1.289254231,838,3.43e-59
"2004","CACNG3",1.246423282,1.284790444,236,2.49e-20
"2005","LRRC17",1.211969626,1.282172907,377,1.36e-20
"2006","C9orf153",1.369325554,1.280193941,242,1.62e-29
"2007","AC113143.3",1.925523357,1.278315061,207,2.22e-38
"2008","CFAP54",1.423715389,1.276866292,447,2.51e-68
"2009","ENKUR",1.379736491,1.272395542,298,2.42e-09
"2011","FN1",1.377230789,1.270747506,325,1.98e-16
"2012","AC093110.1",3.558157143,1.270478889,201,1.1e-62
"2013","HECA",1.083016362,1.270391526,645,4.24e-72
"2015","AC022784.1",1.311025446,1.267642728,354,2.4e-37
"2016","PAPPA",1.282394684,1.266691977,408,1.67e-32
"2017","1-Dec",9.727004394,1.264430477,276,2.13e-105
"2019","MN1",1.013671629,1.252573046,601,4.63e-59
"2020","ZNF730",1.171116457,1.247586754,311,1.44e-48
"2021","TDRD9",1.203722327,1.245163482,347,3.64e-61
"2022","TMEM233",1.10463156,1.24503476,299,1.97e-21
"2024","LONRF2",1.030879976,1.240299169,730,5.53e-53
"2026","KIAA2012",1.326391302,1.236537774,212,3.12e-21
"2027","PTH2R",1.642301254,1.236167945,444,1.33e-69
"2029","GAS2",1.035156286,1.228948461,660,2.99e-64
"2030","LINC01252",1.363675757,1.227875777,263,1.09e-21
"2031","HIST1H2BE",1.097348461,1.222919625,463,1.73e-59
"2032","AL591368.1",1.506301188,1.216027529,217,1.65e-38
"2035","PAX5",1.207309804,1.193202134,272,1.33e-32
"2036","AL009179.1",1.103657575,1.163300405,396,3.88e-45
"2038","PKN3",1.012984119,1.158961029,407,3.89e-52
"2040","LINC02463",3.50006014,1.141117852,229,2.11e-64
"2041","MERTK",1.241633258,1.139919414,562,6.38e-71
"2042","CFAP57",1.07422815,1.135421051,500,6.85e-58
"2043","GLDC",1.066304572,1.134228024,378,3.32e-15
"2044","ADD3-AS1",1.227480592,1.134010939,324,2.19e-32
"2045","ZNF366",1.360937927,1.129095265,508,3.38e-54
"2046","SUCLG2-AS1",1.400909766,1.11263047,215,6.73e-23
"2047","DNAH9",1.190229887,1.110708969,384,9.7e-46
"2050","IL17RA",1.005659086,1.075636112,373,5.57e-19
"2051","COL4A6",1.560517266,1.073488247,200,9.27e-20
"2052","SLC6A16",1.141626724,1.057691017,263,1.33e-29
"2053","SORBS1",1.045952331,1.04905194,388,1.4e-20
"2054","LIMD1",1.190541987,1.044589201,307,4.65e-30
"2055","PTPN14",1.132624688,1.041758736,279,2.64e-23
"2058","LINC00159",1.064225508,1.0341768,256,1.66e-27
"2059","TMIGD3",1.664624857,1.032809656,206,1.06e-26
"2060","GNG12-AS1",3.121087812,1.030777457,209,3.31e-48
"2061","KCNH8",1.17024791,1.028918757,251,1.08e-22
"2062","TXK",6.515261212,1.016363623,439,1.69e-169
"2063","AL160408.1",1.357851667,1.012778639,250,2.05e-28
"2064","LINC01920",1.28135821,0.991122045,242,2e-29
"2065","APCDD1L-DT",1.220769081,0.98663925,243,4.74e-10
"2066","MIR503HG",1.107992718,0.963581401,235,2.28e-19
"2067","AL035706.1",2.873004384,0.963305717,205,0
"2068","AC130456.2",2.431908119,0.961277525,211,1.82e-51
"2069","AC007376.2",3.330972502,0.956840067,213,2.34e-68
"2070","ZNF367",1.161572519,0.879892524,230,1.07e-22
"2073","AC027117.2",3.894432007,0.763965054,332,3.51e-105
"2074","ANO3",1.970905618,0.541646253,385,4.96e-55
