"","gene_short_name","num_cells_expressed","gene_id","status","term","estimate","std_err","test_val","p_value","normalized_effect","model_component","q_value"
"166","HULC",853,"HULC","OK","treatmentcontrol",3.223359009,0.125303278,25.72445885,5.62e-133,4.456745092,"count",2e-128
"167","AC023906.4",340,"AC023906.4","OK","treatmentcontrol",5.229228426,0.694487134,7.529626068,6.56e-14,4.454292813,"count",1.38e-09
"168","FAM3D-AS1",326,"FAM3D-AS1","OK","treatmentcontrol",5.592729611,0.67469594,8.289259328,1.65e-16,4.451490988,"count",3.56e-12
"171","RUNX2",403,"RUNX2","OK","treatmentcontrol",4.336255901,0.356753976,12.15475142,2.83e-33,4.446830987,"count",6.74e-29
"172","SLC9C2",414,"SLC9C2","OK","treatmentcontrol",3.657110921,0.248500706,14.71670234,1.65e-47,4.446536942,"count",5.59e-43
"177","AC105339.3",338,"AC105339.3","OK","treatmentcontrol",4.771749058,0.56455039,8.452299642,4.25e-17,4.423706634,"count",9.25e-13
"179","SCGB2B2",253,"SCGB2B2","OK","treatmentcontrol",5.568632059,0.657955748,8.463535845,3.87e-17,4.41820753,"count",8.42e-13
"181","PRSS48",310,"PRSS48","OK","treatmentcontrol",6.216883349,0.847335076,7.336983352,2.75e-13,4.413729785,"count",5.72e-09
"183","AL157829.1",289,"AL157829.1","OK","treatmentcontrol",5.553889777,0.73957791,7.509539834,7.62e-14,4.397862534,"count",1.6e-09
"187","NOXRED1",360,"NOXRED1","OK","treatmentcontrol",4.368715548,0.411064509,10.62781011,5.88e-26,4.372914745,"count",1.36e-21
"188","AP002336.2",270,"AP002336.2","OK","treatmentcontrol",5.533889111,0.880859778,6.282372345,3.78e-10,4.370281733,"count",7.49e-06
"190","SLC12A1",729,"SLC12A1","OK","treatmentcontrol",3.181897748,0.151132213,21.05373618,2.4e-92,4.348534281,"count",8.43e-88
"195","AC011476.3",326,"AC011476.3","OK","treatmentcontrol",4.545172493,0.519307144,8.752378135,3.3e-18,4.312821004,"count",7.24e-14
"196","ALK",1119,"ALK","OK","treatmentcontrol",3.064600308,0.109666897,27.94462506,3.53e-154,4.311241057,"count",1.26e-149
"204","ADAMTSL1",265,"ADAMTSL1","OK","treatmentcontrol",3.77524525,0.331707742,11.38123948,1.86e-29,4.280005994,"count",4.37e-25
"205","AL139147.1",308,"AL139147.1","OK","treatmentcontrol",4.666869427,0.439186674,10.62616355,5.98e-26,4.278518848,"count",1.38e-21
"206","KCNIP2-AS1",404,"KCNIP2-AS1","OK","treatmentcontrol",3.832607226,0.295846439,12.95471811,1.84e-37,4.266506752,"count",6.12e-33
"207","INSL6",292,"INSL6","OK","treatmentcontrol",4.843263991,0.50657051,9.560888158,2.23e-21,4.265317147,"count",5.01e-17
"209","CARNMT1-AS1",285,"CARNMT1-AS1","OK","treatmentcontrol",5.444119111,0.931863442,5.842185525,5.66e-09,4.246798716,"count",0.000109272
"210","AC018462.1",266,"AC018462.1","OK","treatmentcontrol",5.441352858,0.652209672,8.342950266,1.06e-16,4.243001911,"count",2.29e-12
"213","AC005037.1",329,"AC005037.1","OK","treatmentcontrol",4.36349714,0.412609125,10.57537722,1.01e-25,4.226823862,"count",2.33e-21
"214","AC117528.1",334,"AC117528.1","OK","treatmentcontrol",4.262004586,0.364654688,11.68778223,6.08e-31,4.224808893,"count",1.44e-26
"216","MAMLD1",954,"MAMLD1","OK","treatmentcontrol",3.077936951,0.105258211,29.24177525,4.63e-167,4.213291,"count",1.66e-162
"220","AC010168.1",252,"AC010168.1","OK","treatmentcontrol",5.049642861,0.678960432,7.437315381,1.31e-13,4.206647531,"count",2.74e-09
"221","AC093535.1",249,"AC093535.1","OK","treatmentcontrol",6.062732709,0.742170426,8.168922519,4.41e-16,4.202120038,"count",9.5e-12
"222","AC025682.1",356,"AC025682.1","OK","treatmentcontrol",4.015243278,0.342911396,11.70927337,4.77e-31,4.193478963,"count",1.13e-26
"223","AL589740.1",289,"AL589740.1","OK","treatmentcontrol",3.349087027,0.302711666,11.0636206,5.91e-28,4.191832139,"count",1.38e-23
"224","STEAP1B",292,"STEAP1B","OK","treatmentcontrol",5.035887505,0.5688581,8.852625113,1.38e-18,4.18776265,"count",3.03e-14
"225","AL137009.1",309,"AL137009.1","OK","treatmentcontrol",4.148716298,0.356348434,11.64230258,1.02e-30,4.186115732,"count",2.4e-26
"226","CFAP299",431,"CFAP299","OK","treatmentcontrol",3.268969518,0.195110061,16.75448972,1.7e-60,4.183647742,"count",5.84e-56
"227","RDH10-AS1",269,"RDH10-AS1","OK","treatmentcontrol",4.783583508,0.596422634,8.020459376,1.46e-15,4.183156503,"count",3.12e-11
"229","AC068724.3",265,"AC068724.3","OK","treatmentcontrol",6.044714137,1.070111845,5.648675105,1.76e-08,4.177491403,"count",0.000335383
"230","LINC00276",215,"LINC00276","OK","treatmentcontrol",3.451074885,0.336726205,10.248905,2.79e-24,4.176607625,"count",6.39e-20
"236","AC092939.1",488,"AC092939.1","OK","treatmentcontrol",3.451557394,0.230484381,14.9752334,4.47e-49,4.135098664,"count",1.52e-44
"238","AC015849.3",268,"AC015849.3","OK","treatmentcontrol",6.010812628,0.750320678,8.010991576,1.57e-15,4.131217054,"count",3.36e-11
"240","MYO16",698,"MYO16","OK","treatmentcontrol",3.046172681,0.139130201,21.89440286,3.16e-99,4.124269209,"count",1.12e-94
"241","AC073529.1",271,"AC073529.1","OK","treatmentcontrol",3.907044679,0.371763904,10.50947829,1.99e-25,4.122982477,"count",4.58e-21
"242","KIZ-AS1",286,"KIZ-AS1","OK","treatmentcontrol",4.987651168,0.708724467,7.037503853,2.38e-12,4.12163953,"count",4.89e-08
"243","AC002070.1",233,"AC002070.1","OK","treatmentcontrol",4.737063491,0.591644166,8.006608981,1.63e-15,4.119272814,"count",3.48e-11
"245","LINC02253",206,"LINC02253","OK","treatmentcontrol",4.981820286,0.660013887,7.548053734,5.71e-14,4.113657277,"count",1.2e-09
"248","AC092966.1",1032,"AC092966.1","OK","treatmentcontrol",2.94249898,0.115095466,25.56572464,1.67e-131,4.103704785,"count",5.94e-127
"251","AC027117.2",302,"AC027117.2","OK","treatmentcontrol",4.081483591,0.335426506,12.16804135,2.42e-33,4.093104963,"count",5.77e-29
"252","TEX14",371,"TEX14","OK","treatmentcontrol",3.529604446,0.256324128,13.77008273,5.7e-42,4.08467684,"count",1.91e-37
"254","TGFBR3",315,"TGFBR3","OK","treatmentcontrol",3.428294592,0.249017512,13.76728315,5.91e-42,4.079599359,"count",1.98e-37
"256","DPH6-DT",224,"DPH6-DT","OK","treatmentcontrol",4.24774692,0.497943136,8.530586346,2.2e-17,4.067106943,"count",4.8e-13
"262","GIPC2",234,"GIPC2","OK","treatmentcontrol",5.93598095,0.961847091,6.171439314,7.6e-10,4.02938216,"count",1.5e-05
"265","SLC35F4",242,"SLC35F4","OK","treatmentcontrol",3.318025931,0.260931263,12.71609197,3.46e-36,4.027425834,"count",1.15e-31
"268","C2CD6",245,"C2CD6","OK","treatmentcontrol",4.661446087,0.491832962,9.477701671,4.85e-21,4.01574559,"count",1.09e-16
"269","AC023389.1",230,"AC023389.1","OK","treatmentcontrol",5.272786676,0.821955083,6.414932864,1.61e-10,4.012652145,"count",3.22e-06
"272","LINC01798",387,"LINC01798","OK","treatmentcontrol",3.371407184,0.226809901,14.86446214,2.11e-48,3.999856996,"count",7.16e-44
"273","AC022893.1",327,"AC022893.1","OK","treatmentcontrol",3.815154771,0.323473035,11.79435178,1.81e-31,3.995688108,"count",4.3e-27
"274","AC009501.3",226,"AC009501.3","OK","treatmentcontrol",5.259585164,0.653085053,8.053445931,1.12e-15,3.994701041,"count",2.4e-11
"275","PTPRN2",774,"PTPRN2","OK","treatmentcontrol",2.918709158,0.114014067,25.59955305,8.1e-132,3.984035878,"count",2.89e-127
"279","CPEB2-DT",208,"CPEB2-DT","OK","treatmentcontrol",3.993817964,0.40828319,9.781979925,2.73e-22,3.972227622,"count",6.16e-18
"282","TFPI2",266,"TFPI2","OK","treatmentcontrol",2.881448389,0.365868412,7.875641328,4.58e-15,3.96469369,"count",9.76e-11
"285","AP002812.2",225,"AP002812.2","OK","treatmentcontrol",5.880411142,0.731632202,8.037386987,1.27e-15,3.954047251,"count",2.73e-11
"289","SLC2A9",477,"SLC2A9","OK","treatmentcontrol",3.150105678,0.177389421,17.75813724,2.08e-67,3.946577024,"count",7.19e-63
"290","AL139142.1",210,"AL139142.1","OK","treatmentcontrol",5.222355822,0.828530093,6.303157683,3.31e-10,3.944151785,"count",6.57e-06
"292","FGF14",263,"FGF14","OK","treatmentcontrol",3.447206408,0.275221675,12.52519958,3.49e-35,3.936707969,"count",1.15e-30
